Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
,"Tauche ein in die Welt des Poledance auf höchstem Niveau – Unser Poledance Advanced-Kurs für wahre Enthusiasten! Du beherrschst bereits eine Vielzahl von fortgeschrittenen Tricks und möchtest dich weiterentwickeln? In unserem Poledance Advanced-Kurs erwartet dich eine faszinierende Reise zu neuen Höhen und herausfordernden Bewegungen! Was erwartet dich in unserem Poledance Advanced-Kurs? 1.    Komplexere und anspruchsvollere Tricks: In diesem Kurs werden wir uns mit komplexeren, akrobatischen Tricks und Kombinationen beschäftigen, die deine Technik auf die nächste Stufe bringen. 2.    Dynamische Spins und Inverts: Wir werden dich in die Welt der dynamischen Spins und Inverts einführen, die eine Mischung aus Kraft, Geschwindigkeit und Eleganz erfordern. 3.    Flexibilität und Contortion: Der Advanced-Kurs wird deinen Fokus auf Flexibilität und Contortion legen, um atemberaubende Posen und Übergänge zu ermöglichen. 4.    Perfektionierung der Technik: Unsere erfahrenen Trainerinnen werden dir dabei helfen, deine Technik zu verfeinern und deine Bewegungen präzise und elegant auszuführen.   In diesem Kurs werden zum Beispiel Kombinationen mit Handsprings oder Figuren wie der Cocoon, Russian Layback oder Deadlifts unterrichtet. Du solltest für diesen Kurs alle gängigen Inverts und die Figuren der Beginner- und Intermediate Kurse beherrschen.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/RyiJyic,19:05 - 20:15
,"Trainiere eigenständig in unserem Pole-Raum deine Figuren oder Kombis. Ein Trainer ist nicht anwesend, unterrichtet aber im Nebenraum.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/Hd4NEL8,20:15 - 21:15
,"Entdecke die Bedeutung von Stretching beim Poledance – Unser Poledance Stretching-Kurs für mehr Flexibilität und Eleganz! Ein wichtiger Aspekt im Poledance ist Flexibilität, um elegante Bewegungen und beeindruckende Posen auszuführen. Unser Poledance Stretching-Kurs bietet dir die Möglichkeit, deine Flexibilität zu verbessern und dadurch deinen Tanzstil zu verfeinern! Was erwartet dich in unserem Poledance Stretching-Kurs? Erlebe die Vorteile eines gezielten Stretching-Programms und melde dich jetzt zum Poledance Stretching-Kurs an! Unser Stretching-Kurs ist für alle Levels geeignet, egal ob du Anfänger/in oder Fortgeschrittene/r bist. Wenn du deine Flexibilität verbessern und dich geschmeidiger an der Stange bewegen möchtest, ist dieser Kurs genau das Richtige für dich! Entdecke die Kraft der Dehnung und erlebe, wie sich deine Flexibilität und Eleganz im Poledance stetig verbessern! Wir freuen uns darauf, dich auf deinem Weg zu mehr Flexibilität zu begleiten und gemeinsam zu strahlen!  ",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/-Zbh2it,20:20 - 21:30
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/MnYfnKG,17:45 - 18:55
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/j6zyVvD,17:45 - 18:55
,"Entdecke die Bedeutung von Stretching beim Poledance – Unser Poledance Stretching-Kurs für mehr Flexibilität und Eleganz! Ein wichtiger Aspekt im Poledance ist Flexibilität, um elegante Bewegungen und beeindruckende Posen auszuführen. Unser Poledance Stretching-Kurs bietet dir die Möglichkeit, deine Flexibilität zu verbessern und dadurch deinen Tanzstil zu verfeinern! Was erwartet dich in unserem Poledance Stretching-Kurs? Erlebe die Vorteile eines gezielten Stretching-Programms und melde dich jetzt zum Poledance Stretching-Kurs an! Unser Stretching-Kurs ist für alle Levels geeignet, egal ob du Anfänger/in oder Fortgeschrittene/r bist. Wenn du deine Flexibilität verbessern und dich geschmeidiger an der Stange bewegen möchtest, ist dieser Kurs genau das Richtige für dich! Entdecke die Kraft der Dehnung und erlebe, wie sich deine Flexibilität und Eleganz im Poledance stetig verbessern! Wir freuen uns darauf, dich auf deinem Weg zu mehr Flexibilität zu begleiten und gemeinsam zu strahlen!  ",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/c0NchAV,19:00 - 20:10
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/w0sadEP,19:10 - 20:20
,"Trainiere eigenständig in unserem Pole-Raum deine Figuren oder Kombis. Ein Trainer ist nicht anwesend, unterrichtet aber im Nebenraum.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/vfqsTo9,20:25 - 21:25
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/wpnNuj3,20:25 - 21:35
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/wEnHo-Y,10:30 - 11:40
,"Entdecke die faszinierende Welt des Pole Dance - Jetzt beim Schnupperkurs reinschnuppern! Du wolltest schon immer eine neue, aufregende und zugleich kraftvolle Form des Tanzens und Fitnesstrainings kennenlernen? Dann ist unser Pole Dance Schnupperkurs genau das Richtige für dich! Was erwartet dich beim Schnupperkurs? 1.    Professionelle Anleitung: Unsere erfahrenen und einfühlsamen Trainerinnen führen dich behutsam in die Welt des Pole Dance ein. Egal, ob du Anfänger/in bist oder schon erste Erfahrungen gesammelt hast, wir passen uns individuell deinem Level an. 2.    Ganzkörpertraining: Pole Dance ist ein effektives Ganzkörpertraining, das deine Muskulatur stärkt, deine Flexibilität verbessert und deine Ausdauer fördert. Du wirst erstaunt sein, wie schnell du Fortschritte machst! 3.    Spaß und Selbstbewusstsein: Pole Dance ist nicht nur ein Sport, sondern auch eine kreative Art, sich auszudrücken. Du wirst lernen, wie du dich elegant um die Stange bewegst und dabei dein Selbstbewusstsein stärkst. 4.    Gemeinschaft und Freude: In unserer herzlichen und motivierenden Atmosphäre lernst du Gleichgesinnte kennen und findest neue Freunde. Der Spaß steht bei uns immer im Vordergrund! In diesem Kurs lernst du die erste Poledance Figuren kennen und wirst eine kurze Choreo erlernen. Solltest du nach dem Kurs noch Fragen haben, steht dir ein Trainer zur Seite. Du brauchst für diesen Kurs keinerlei sportliche Vorerfahrung. Bitte bringe zum Training ein Top, eine kurze Hose, ein kleines Handtuch und etwas zu trinken mit.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/Y72Slbi,16:30 - 17:40
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/9LTeb9D,16:30 - 17:40
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/oBegnOw,17:50 - 19:00
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/9UIzEOc,17:50 - 19:00
,"Trainiere eigenständig in unserem Pole-Raum deine Figuren oder Kombis. Ein Trainer ist nicht anwesend, unterrichtet aber im Nebenraum.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/j8mGo56,19:20 - 20:20
,"Entdecke die Schwerelosigkeit des Aerial Hoop – Unsere fesselnden Kurse bringen dich in die Lüfte! Bereit, die Grenzen der Schwerkraft zu durchbrechen? Tauche ein in die faszinierende Welt des Aerial Hoop und erlebe ein Training, das Kraft, Eleganz und Kreativität vereint! Was erwartet dich in unseren Aerial Hoop-Kursen? Wage den Sprung und schwebe mit uns in den Lüften – melde dich jetzt zu unseren Aerial Hoop-Kursen an! Unsere Aerial Hoop-Kurse sind für jeden geeignet, der die faszinierende Welt der Luftakrobatik erkunden möchte. Egal ob du Tanz- oder Fitnesserfahrung hast, wir freuen uns darauf, dich in die magische Welt des Aerial Hoop zu entführen!",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/x-zLntj,19:20 - 20:30
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/class/JwBuvjc,10:00 - 11:10
