PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']",Julia N.KrafttrainingPoledance+ 4Zum StundenplanAndrésKrafttrainingYoga+ 5Zum StundenplanJuliaPoledanceStretching+ 5Zum StundenplanKajaPoledanceOnline Klasse+ 2Zum StundenplanKrissiPoledanceOnline KlasseZum StundenplanMaraYogaKrafttraining+ 12Zum StundenplanVanessaPoledanceZum StundenplanAndrésKrafttrainingTanzen+ 7Zum StundenplanMellyAerial HoopAerial AkrobatikZum StundenplanRobertAerial HoopAerial AkrobatikZum StundenplanAlbinaPoledanceKrafttrainingZum StundenplanAnjaKrafttrainingHandstand+ 4Zum StundenplanAnna-LenaTanzenPoledance+ 7Zum StundenplanAnneKrafttrainingHandstand+ 4Zum StundenplanBiancaHandstandPoledance+ 1Zum StundenplanCarmenPoledanceKrafttraining+ 4Zum StundenplanChristinePoledanceStretchingZum StundenplanElenaStretchingPoledance+ 2Zum StundenplanFabioOnline KlasseHandstand+ 1Zum StundenplanGast TrainerPoledanceStretching+ 2Zum StundenplanGina-MariePoledanceZum StundenplanJouliaPoledanceZum StundenplanJudithPoledanceZum StundenplanJustinePoledanceStretching+ 2Zum StundenplanMelanieTanzenKrafttraining+ 7Zum StundenplanNataliaPoledanceZum StundenplanTajanaPoledanceZum Stundenplan,,,[], info@polemotions.de,https://polemotions.de/,,https://www.eversports.de/s/polemotions-tuebingen/team,"['Krafttraining', 'Poledance', 'Krafttraining', 'Yoga', 'Poledance', 'Stretching', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', 'Yoga', 'Krafttraining', 'Poledance', 'Krafttraining', 'Tanzen', 'Aerial Hoop', 'Aerial Akrobatik', 'Aerial Hoop', 'Aerial Akrobatik', 'Poledance', 'Krafttraining', 'Krafttraining', 'Handstand', 'Tanzen', 'Poledance', 'Krafttraining', 'Handstand', 'Handstand', 'Poledance', 'Poledance', 'Krafttraining', 'Poledance', 'Stretching', 'Stretching', 'Poledance', 'Online Klasse', 'Handstand', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Stretching', 'Tanzen', 'Krafttraining', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/acd0bdf0-7c65-4087-82b3-595f12c318c3/l22b2057-epjpg-x-large.webp', 'https://files.eversports.com/0ec3aefc-07d8-44fa-9511-942dce5c2dbe/l22b6111jpg-small.webp', 'https://files.eversports.com/67018de4-2e4d-4ea2-a08e-a9ff82c8a880/img_9882b-small.webp', 'https://files.eversports.com/b09ecd3f-d8e8-4abb-b42e-851ef44cea30/_22b9311jpg-small.webp', 'https://files.eversports.com/fdf35b3e-ddc1-4d47-ad61-48d2e76757ab/dscf6026-1-copylowresolutionjpg-small.webp']",2024-01-24 19:25:50,2024-01-24 19:25:50
,"['Königstraße 45 ', ' 32547 Bad Oeynhausen']",32547,Bad,Königstraße 45 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Entdecke mit uns die vielseitige Welt der Luftakrobatik.Dazu gehört Poledance (Stangenakrobatik), Aerial Hoop (Luftring), Aerial Hammock (Tuch, U-förmig).Zum Ausgleich bieten wir Mobility Kurse an, für den Aufbau von Kraft, Flexibilität, Balance.Workshops, Privatstunden, JGA, Aerial Partys und freie Trainings finden regelmäßig statt, auch auf Anfrage.",5,16 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@luftbonbon.com,https://www.luftbonbon.com/,01622572081,https://www.eversports.de/s/Luftbonbon,"['Poledance', 'Aerial Hoop', 'Poledance', 'Stärkung/Flexibilität', 'Poledance', '16 Rezensionen', 'Poledance', 'Aerial Yoga', 'Chairdance', 'Aerial Hoop', 'Mobility', 'Stärkung/Flexibilität', 'Aerial Hammock']",Zum Stundenplan,"['https://files.eversports.com/2bb5f885-005b-450a-9f24-4d264fa2df24/dscf1117-bearbeitetjpg-x-large.webp', 'https://files.eversports.com/fc9a990e-d36b-4bc3-8bc7-907a5ebd591c/dscf0811-bearbeitet-kopiejpg-small.webp', 'https://files.eversports.com/b4bafd62-4294-4d76-bb4a-527442315db0/flyer-1jpg-small.webp', 'https://files.eversports.com/269aa2fa-366e-4c2a-8a1a-5bac3d11f8d6/maery-logo-schwarzjpg-small.webp']",2024-01-24 19:26:13,2024-01-24 19:26:13
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",MariePoledanceAerial Hoop+ 4Zum StundenplanMarlenePoledanceZum StundenplanHelenaStärkung/FlexibilitätPoledanceZum Stundenplan,,,[], info@luftbonbon.com,https://www.luftbonbon.com/,01622572081,https://www.eversports.de/s/Luftbonbon/team,"['Poledance', 'Aerial Hoop', 'Poledance', 'Stärkung/Flexibilität', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/2bb5f885-005b-450a-9f24-4d264fa2df24/dscf1117-bearbeitetjpg-x-large.webp', 'https://files.eversports.com/fc9a990e-d36b-4bc3-8bc7-907a5ebd591c/dscf0811-bearbeitet-kopiejpg-small.webp', 'https://files.eversports.com/b4bafd62-4294-4d76-bb4a-527442315db0/flyer-1jpg-small.webp', 'https://files.eversports.com/269aa2fa-366e-4c2a-8a1a-5bac3d11f8d6/maery-logo-schwarzjpg-small.webp']",2024-01-24 19:27:15,2024-01-24 19:27:15
,"['Zugspitzstraße 2A', ' 85591 Vaterstetten']",85591,Vaterstetten,Zugspitzstraße 2A,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']", info@pure-body-concepts.de,,+49 8106 3774499,https://www.eversports.de/s/pure-body-concepts,"['(Noch keine Bewertungen)', 'Pilates', 'Tanzen', 'Yoga', 'Zumba', 'Kickboxen']",,['https://files.eversports.com/e602dd22-8dcb-4198-8372-f0a48022f1fa/bildschirmfoto-2018-10-17-um-085515png-x-large.webp'],2024-01-24 19:27:19,2024-01-24 19:27:19
,"['Centralbahnplatz 10 ', ' 4051 Basel']",4051,Basel,Centralbahnplatz 10 ,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Hell und freundlich und mit 13 Stangen ausgestattet, präsentiert sich das neue Loft1- Studio im gewohnten Stil, direkt am Bahnhof von Basel.Ein kleiner Balkon, die hohe Decke und der Blick auf den Bahnhofsplatz machen dieses Studio zu etwas besonderem.Im Loft1 Basel City werden folgende Kurse angeboten: Polefitness, Aerial Hoop und StretchingWeitere Angebote sind: Schnupperlektionen, Privatstunden, Workshops und Polterevents.Loft1 steht für Qualität. Unser Ziel ist es dass sich unsere Kunden in den Loft1 Studios wohl fühlen und gemeinsam mit uns ihre Ziele erreichen. Dabei ist der Spass - Faktor im Vordergrund.Unser Motto: Fitness muss Freude machen.In den Loft1 Studios herscht eine schöne und unkomplizierte Atmosphäre. Alle Frauen egal in welchem Alter sind bei uns herzlich willkommen!","4,7",28 Rezensionen,"['Raumqualität: 4.5', 'Freundlichkeit & Service: 4.8', 'Sauberkeit: 4.8', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.4']", info@loft1.ch,https://www.loft1.ch/studio-basel-2-2/,,https://www.eversports.de/s/LOFT1-BASEL-CITY,"['Fitness', 'Poledance', 'Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', '28 Rezensionen', 'Fitness', 'Poledance']",2 Angebote für Neukund:innen,"['https://files.eversports.com/8d317d0a-4c1b-4af2-a9a0-4ddfe096c4fb/intermediatejpg-x-large.webp', 'https://files.eversports.com/9d0fd780-ab83-43aa-8c2e-a46ffca40aa1/thumb_07_1024jpg-small.webp', 'https://files.eversports.com/9999ec8b-5ed9-4c25-b776-3e6183ce800b/beginnerjpg-small.webp', 'https://files.eversports.com/98486af9-32bb-41ad-8745-d0152f891aa8/homepage_aerial-yogajpg-small.webp', 'https://files.eversports.com/eb918906-30b9-4c49-9a1b-dd6ac3f68c0a/aerial-hoopjpg-small.webp']",2024-01-24 19:27:40,2024-01-24 19:27:40
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']",Nadine CivaleFitnessPoledanceZum StundenplanClaudine BaderPoledanceFitnessZum StundenplanArmenuhi BrändlinFitnessPoledanceZum StundenplanStella MarbotFitnessPoledanceZum StundenplanAlessandra CarmenFitnessPoledanceZum StundenplanClaudia OttFitnessPoledanceZum StundenplanLudmila SteigerPoledanceFitnessZum StundenplanKristina MarkstetterFitnessPoledanceZum StundenplanAdriana NwabuezeFitnessPoledanceZum StundenplanAlina AltherrFitnessPoledanceZum StundenplanAnnika BachmannPoledanceFitnessZum StundenplanCandice CuvelierFitnessPoledanceZum StundenplanDaniela BaumannFitnessPoledanceZum StundenplanFionna WehrliFitnessPoledanceZum StundenplanGalyna RumoFitnessPoledanceZum StundenplanJana PijnenburgFitnessPoledanceZum StundenplanJana RutaruxPoledanceFitnessZum StundenplanJanine HollungFitnessPoledance+ 1Zum StundenplanKarin DemontFitnessPoledanceZum StundenplanMaria Dolores LopezFitnessPoledanceZum StundenplanMarina MaurerFitnessPoledanceZum StundenplanNadine Vonlanthen PoledanceFitnessZum StundenplanStephanie SchmidPoledanceZum StundenplanSusanne CaflischFitnessPoledanceZum StundenplanUlrike MeissnerFitnessPoledanceZum Stundenplan,,,[], info@loft1.ch,https://www.loft1.ch/studio-basel-2-2/,,https://www.eversports.de/s/LOFT1-BASEL-CITY/team,"['Fitness', 'Poledance', 'Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/8d317d0a-4c1b-4af2-a9a0-4ddfe096c4fb/intermediatejpg-x-large.webp', 'https://files.eversports.com/9d0fd780-ab83-43aa-8c2e-a46ffca40aa1/thumb_07_1024jpg-small.webp', 'https://files.eversports.com/9999ec8b-5ed9-4c25-b776-3e6183ce800b/beginnerjpg-small.webp', 'https://files.eversports.com/98486af9-32bb-41ad-8745-d0152f891aa8/homepage_aerial-yogajpg-small.webp', 'https://files.eversports.com/eb918906-30b9-4c49-9a1b-dd6ac3f68c0a/aerial-hoopjpg-small.webp']",2024-01-24 19:27:40,2024-01-24 19:27:40
,"['Karl-Zucker-Straße 7-9 ', ' 91052 Erlangen']",91052,Erlangen,Karl-Zucker-Straße 7-9 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Das Pole- & Aerial-Dance-Studio POLE HEROES befindet sich zentral in Erlangen. Es ist mit dem Fahrrad, Auto und öffentlichen Verkehrsmitteln gut zu erreichen. Die Poledancekurse sind nach Schwierigkeitsgrad aufgebaut, sodass jeder individuell gefördert und gefordert wird. Die Poledancestangen sind 4,60 m hoch und bieten somit Platz für alle Tricks. Neben Poledance gibt es auch Kraft-, Flexibilitäts- und Aerial Hoop-Kurse.","4,9",57 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@poleheroes.de,http://www.poleheroes.de,,https://www.eversports.de/s/pole-heroes,"['Poledance', 'Yoga', 'Poledance', 'Poledance', 'Stretching', 'Flexibles Training', 'Poledance', '57 Rezensionen', 'Yoga', 'Poledance', 'Flexibles Training', 'Power Pole', 'Stretching', 'Handstand', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Online Klasse']",4 Angebote für Neukund:innen,"['https://files.eversports.com/e5ed9769-85df-431b-8f0a-671a61bcde60/logo1_lightpinkpng-x-large.webp', 'https://files.eversports.com/c857869b-0c98-4eb3-ae19-2f58244f6f04/_c_nussbaecher-1375jpg-small.webp']",2024-01-24 19:27:56,2024-01-24 19:27:56
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",SilkePoledanceZum StundenplanGiuli YogaPoledanceZum StundenplanFifiPoledanceZum StundenplanIdaStretchingFlexibles Training+ 2Zum StundenplanAnjaPoledanceZum StundenplanLorellaZum StundenplanAnja E.Aerial HoopZum StundenplanExtern  ExternZum StundenplanFranzi YogaPoledanceZum StundenplanFranzi & Giuli FriedrichZum StundenplanJessicaPoledancePower Pole+ 2Zum StundenplanJuliaPoledancePower Pole+ 3Zum Stundenplan,,,[], info@poleheroes.de,http://www.poleheroes.de,,https://www.eversports.de/s/pole-heroes/team,"['Poledance', 'Yoga', 'Poledance', 'Poledance', 'Stretching', 'Flexibles Training', 'Poledance', 'Aerial Hoop', 'Yoga', 'Poledance', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole']",Zum Stundenplan,"['https://files.eversports.com/e5ed9769-85df-431b-8f0a-671a61bcde60/logo1_lightpinkpng-x-large.webp', 'https://files.eversports.com/c857869b-0c98-4eb3-ae19-2f58244f6f04/_c_nussbaecher-1375jpg-small.webp']",2024-01-24 19:28:47,2024-01-24 19:28:47
,"['Holsteinischer Kamp 58 ', ' 22081 Hamburg']",22081,Hamburg,Holsteinischer Kamp 58 ,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","Bei AIRobics geht es, wie der Name schon vermuten lässt, um Bewegungen in der Luft. Genauer, es ist ein Studio für Luftakrobatik und Tanz. Bei uns erlernst du atemberaubende Tricks, Kombinationen und auch ganze Choreographien an der Pole, dem Aerial Silk, dem Aerial Hoop und dem Aerial Hammock. Darüber hinaus kannst du deine Fitness und Flexibilität in verschiedenen Bodenkursen verbessern. Und an alle Eltern: AIRobics hat ein auch ein vielseitiges Angebot für Kinder!","4,8",53 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.7']", dance@airobics.de,https://airobics.de/,+49 17621381870,https://www.eversports.de/s/AIRobics,"['Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Akrobatik', '53 Rezensionen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Faszientraining', 'Power Pole', 'Stretching', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Aerial Pilates', 'Tanz', 'Workout', 'Aerial Hammock']",2 Angebote für Neukund:innen,"['https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-x-large.webp', 'https://files.eversports.com/7bcad598-2edf-4662-84ce-26341189f631/26jpg-small.webp', 'https://files.eversports.com/97366a8f-8ebb-4eb1-ad45-8f5ba83b1b9d/27jpg-small.webp', 'https://files.eversports.com/074c6f9c-439b-4e33-ae6a-04509181b62b/29jpg-small.webp', 'https://files.eversports.com/5e21fd12-3e06-459a-aafd-3e490795b379/30jpg-small.webp']",2024-01-24 19:28:59,2024-01-24 19:28:59
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']",MalouYogaPoledance+ 11Zum StundenplanNadjaAerial YogaPoledance+ 10Zum StundenplanStephieAerial YogaPoledance+ 14Zum StundenplanJanaYogaPoledance+ 11Zum StundenplanStefaniePoledanceAkrobatik+ 14Zum StundenplanSinahYogaPoledance+ 14Zum StundenplanJessiPoledanceAkrobatik+ 11Zum StundenplanKatjaAerial YogaPoledance+ 14Zum StundenplanAliceAerial YogaAerial Silk+ 3Zum StundenplanLisaPoledanceYoga+ 11Zum StundenplanSimoneAerial YogaAerial Silk+ 3Zum StundenplanAlexaYogaPoledance+ 11Zum StundenplanAnne-MarieYogaPoledance+ 11Zum StundenplanCaroYogaPoledance+ 11Zum StundenplanEvgenyPoledanceAerial Yoga+ 11Zum StundenplanKarinaYogaPoledance+ 11Zum StundenplanLauraAkrobatikPoledance+ 4Zum StundenplanLunaPoledanceAerial Yoga+ 14Zum StundenplanMarlouYogaPoledance+ 11Zum StundenplanPatriciaYogaPoledance+ 11Zum StundenplanSteffiPoledancePower Pole+ 2Zum Stundenplan,,,[], dance@airobics.de,https://airobics.de/,+49 17621381870,https://www.eversports.de/s/AIRobics/team,"['Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Akrobatik', 'Yoga', 'Poledance', 'Poledance', 'Akrobatik', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Aerial Silk', 'Poledance', 'Yoga', 'Aerial Yoga', 'Aerial Silk', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Aerial Yoga', 'Yoga', 'Poledance', 'Akrobatik', 'Poledance', 'Poledance', 'Aerial Yoga', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Poledance', 'Power Pole']",Zum Stundenplan,"['https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-x-large.webp', 'https://files.eversports.com/7bcad598-2edf-4662-84ce-26341189f631/26jpg-small.webp', 'https://files.eversports.com/97366a8f-8ebb-4eb1-ad45-8f5ba83b1b9d/27jpg-small.webp', 'https://files.eversports.com/074c6f9c-439b-4e33-ae6a-04509181b62b/29jpg-small.webp', 'https://files.eversports.com/5e21fd12-3e06-459a-aafd-3e490795b379/30jpg-small.webp']",2024-01-24 19:30:45,2024-01-24 19:30:45
,"['Böttgerstraße 16 ', ' 13357 Berlin']",13357,Berlin,Böttgerstraße 16 ,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']","Yoga Makes Us HappyRooftop Yogastudio in Berlin YOGA at Lobe Block ist ein mit viel Liebe und Klarheit geschaffener Ort. Wir sind das einzige Out- und Indoor Studio Berlins mit privater Outdoor Fläche und Rooftop. Bei uns liegt der Fokus auf einer breiten Auswahl an Yoga Stilen und Behandlungen.Lehrer und Therapeuten mit vielfältigen Erfahrungen und Schwerpunkten teilen kreativ und mit Herzblut ihre Leidenschaft mit dir. Zeitgemäßes Yoga, gesundheitliche Ausrichtung des Körpers und Geistes, Offenheit und Flexibilität im Geiste, eine Prise Kreativität und kein bisschen Eso-Feeling.Unser Studio rund um Yoga, Meditation, Massagen und anderen Behandlungen ermöglicht dir, deine Balance zu stärken. Wir bieten 30+ Online- & Outdoor Klassen pro Woche an — Hatha, Vinyasa, Jivamukti, Yin & Restorative, Strala, Forrest & Specials wie Yoga & Music & Gong Meditation. Alle Klassen finden in einem unserer Studioräume oder auf den (Dach)Terrassen statt. Bleib du selbst mit uns im YOGA at Lobe Block!YOGA at Lobe Block is a centre with two studios for movement and wellbeing creating unique classes, workshops and treatments for you.","4,8",140 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.7']", yoga@makesmehappy.de,http://lobe.yoga,,https://www.eversports.de/s/YOGA-at-Lobe-Block,"['Yoga', 'Meditation', 'Qi Gong', 'Massage', 'Yoga', 'Meditation', 'Vinyasa Yoga', 'Stärkung/Flexibilität', 'Mobility', '140 Rezensionen', 'Pilates', 'Events', 'Zen Meditation', 'Meditation', 'HIIT', 'Handstand', 'Vinyasa Yoga', 'Hatha Yoga', 'Kundalini Yoga', 'Yin Yoga', 'Power Yoga', 'Anusara Yoga', 'Mobility', 'Hatha Flow Yoga', 'Prana Yoga', 'Yoga Nidra', 'Sound Healing', 'Jivamukti Yoga', 'Budokon Yoga', 'Breathwork', 'Animal Flow', 'Mantra Gesang', 'Strala Yoga', 'Therapeutisches Yoga', 'Gong Bath', 'Inside Flow', 'PSYCHEDELIC BREATH®', 'Mantra Yoga', 'Forrest Yoga', 'Rückenyoga', 'Yoga Basic', 'Ashtanga led', 'Stärkung/Flexibilität']",Zum Stundenplan,"['https://files.eversports.com/a97360c2-cb47-452c-8ba7-ad1c92a271b2/6d3ee569-49b6-449a-aaf7-4327f505bb19-3cd43197-dcf0-46e4-93cd-a08206db23edjpg-x-large.webp', 'https://files.eversports.com/53f34394-13a1-491a-a48f-1d19f78c0c4b/awa2018003m0718-4691-caubrey-wadejpg-small.webp', 'https://files.eversports.com/d2a692de-05ca-452d-a243-f3bf2df23946/bildschirmfoto-2022-11-03-um-184219png-small.webp', 'https://files.eversports.com/2a8d478e-42fa-40ee-883f-08d5b860ad2d/_dsc6146jpg-small.webp', 'https://files.eversports.com/09794aa0-74ba-4f74-8fcf-eea047d5b2ca/_dsc6307jpg-small.webp']",2024-01-24 19:31:01,2024-01-24 19:31:01
,,,,,[],,,,[],,,,https://www.eversports.de/s/YOGA-at-Lobe-Block/videos,[],,[],2024-01-24 19:39:47,2024-01-24 19:39:47
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']",MartinaYogaMeditation+ 2Zum StundenplanMireiaQi GongMassage+ 13Zum StundenplanChristinaYogaZum StundenplanUlrikeMeditationVinyasa Yoga+ 3Zum StundenplanFrankStärkung/FlexibilitätMobilityZum StundenplanCarolinYogaMeditation+ 2Zum StundenplanNicolaYogaZum StundenplanIdaYogaMassage+ 13Zum StundenplanAnja K.Budokon YogaInside FlowZum StundenplanDavidVinyasa YogaHandstand+ 5Zum StundenplanSoujanyaPilatesZen Meditation+ 26Zum StundenplanLydiaYin YogaVinyasa Yoga+ 1Zum StundenplanTamaraVinyasa YogaMeditation+ 7Zum StundenplanVerenaYogaMeditation+ 5Zum StundenplanZoeTanzenQi Gong+ 13Zum StundenplanLuiseMeditationVinyasa Yoga+ 5Zum StundenplanAlexPilatesEvents+ 31Zum StundenplanJolandaAshtanga ledZum StundenplanNataliiaJivamukti YogaZum StundenplanIsiVinyasa YogaMeditation+ 3Zum StundenplanNina BettermannYogaMeditation+ 3Zum StundenplanMaikeYogaZum StundenplanMarlisJivamukti YogaZum StundenplanGesaYogaMeditation+ 3Zum Stundenplan— Vertretung —YogaZen Meditation+ 7Zum StundenplanEllaBreathworkPSYCHEDELIC BREATH®Zum StundenplanIsabelleHatha Flow YogaHatha Yoga+ 4Zum Stundenplan,,,[], yoga@makesmehappy.de,http://lobe.yoga,,https://www.eversports.de/s/YOGA-at-Lobe-Block/team,"['Yoga', 'Meditation', 'Qi Gong', 'Massage', 'Yoga', 'Meditation', 'Vinyasa Yoga', 'Stärkung/Flexibilität', 'Mobility', 'Yoga', 'Meditation', 'Yoga', 'Yoga', 'Massage', 'Budokon Yoga', 'Inside Flow', 'Vinyasa Yoga', 'Handstand', 'Pilates', 'Zen Meditation', 'Yin Yoga', 'Vinyasa Yoga', 'Vinyasa Yoga', 'Meditation', 'Yoga', 'Meditation', 'Tanzen', 'Qi Gong', 'Meditation', 'Vinyasa Yoga', 'Pilates', 'Events', 'Ashtanga led', 'Jivamukti Yoga', 'Vinyasa Yoga', 'Meditation', 'Yoga', 'Meditation', 'Yoga', 'Jivamukti Yoga', 'Yoga', 'Meditation', 'Yoga', 'Zen Meditation', 'Breathwork', 'PSYCHEDELIC BREATH®', 'Hatha Flow Yoga', 'Hatha Yoga']",Zum Stundenplan,"['https://files.eversports.com/a97360c2-cb47-452c-8ba7-ad1c92a271b2/6d3ee569-49b6-449a-aaf7-4327f505bb19-3cd43197-dcf0-46e4-93cd-a08206db23edjpg-x-large.webp', 'https://files.eversports.com/53f34394-13a1-491a-a48f-1d19f78c0c4b/awa2018003m0718-4691-caubrey-wadejpg-small.webp', 'https://files.eversports.com/d2a692de-05ca-452d-a243-f3bf2df23946/bildschirmfoto-2022-11-03-um-184219png-small.webp', 'https://files.eversports.com/2a8d478e-42fa-40ee-883f-08d5b860ad2d/_dsc6146jpg-small.webp', 'https://files.eversports.com/09794aa0-74ba-4f74-8fcf-eea047d5b2ca/_dsc6307jpg-small.webp']",2024-01-24 19:39:48,2024-01-24 19:39:48
,"['Kölner Straße 336A ', ' 40227 Düsseldorf']",40227,Düsseldorf,Kölner Straße 336A ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Events', 'Preise', 'Team']","Pole Dance ist eine Sportart, die sinnlichen Tanz mit akrobatischen Elementen, Akzenten aus dem Ballett, Kraft- und Ausdauersport kombiniert.Durch die Auseinandersetzung mit dem Sport und dem Bestreben, immer komplexere Figuren zu beherrschen, lernt man an seine Grenzen zu kommen, diese zu überwinden und sich immer wieder neuen Herausforderungen zu stellen. Diese Philosophie nehmen die Teilnehmerinnen auch mit in den Alltag. Pole Dance stärkt so neben dem Selbstbewusstsein auch das eigene Körpergefühl und die Ausstrahlung.Es gibt kaum einen Muskel, der bei diesem Training nicht zum Einsatz kommt. Die Teilnehmerinnen entwickeln eine sehr gute Körperspannung und -Beherrschung, die man schon bald an ihrer Haltung erkennen kann. Die Kraftübungen werden mit Tanzschritten zu Choreografien zusammengesetzt, die immer wieder geübt werden, bis sie fließend ausgetanzt werden können. Ziel ist es, die Figuren und Schritte leicht und unbeschwert wirken zu lassen. Die Trainerinnen unterstützen hierbei, geben Tipps und Hilfestellungen – und so stellen sich auch die ersten Erfolgserlebnisse ein.Alle Trainerinnen bei Pole Land haben eine zertifizierte Pole Dance Ausbildung abgeschlossen. Die Teilnehmerinnen trainieren stets unter professioneller Anleitung.","4,9",61 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.9']", info@poleland.de,https://www.poleland.de,+49 15737270967,https://www.eversports.de/s/pole-land,"['Poledance', 'Akrobatik', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Poledance', 'Poledance', 'Akrobatik', '61 Rezensionen', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Acroyoga', 'Power Pole', 'Floorwork', 'Lapdance', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Streetdance', 'Dehnung/Flexibilität', 'Exotic', 'Frame Up', 'Aerial Hammock']",Zum Stundenplan,"['https://files.eversports.com/5a0544b7-0bbe-44fa-8bb0-7672ce1ecd8f/dsc06058jpg-x-large.webp', 'https://files.eversports.com/2a104d22-9ecd-4af2-b532-7e34beb8382d/dsc05980jpg-small.webp', 'https://files.eversports.com/3da8550c-84d0-4b8b-acf7-6c1a107f822c/dsc06081jpg-small.webp', 'https://files.eversports.com/ecec4df4-a929-42ec-aca6-2055a71be217/dsc06071jpg-small.webp', 'https://files.eversports.com/92dd4ef3-510c-46d3-8278-1ce713c11d44/_dsc7864finaljpg-small.webp']",2024-01-24 19:40:15,2024-01-24 19:40:15
