PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']",CorinnaFlexibles TrainingPoledance+ 7Zum StundenplanChristinaPoledanceZum StundenplanCSS TeamPoledanceAerial Yoga+ 14Zum StundenplanTalinaAerial YogaPoledance+ 12Zum StundenplanVivien TanjaPoledanceAerial HoopZum StundenplanJaninaPoledanceOnline KlasseZum StundenplanKatjaAerial YogaPoledance+ 39Zum StundenplanBrittaOnline KlassePoledanceZum StundenplanExterne TrainerinPoledanceZum Stundenplan,,,[], CorinnaSchatz@gmx.de,http://www.cssaerialdancestudio.com,+4915224340258,https://www.eversports.de/s/css-aerial-dance-studio/team,"['Flexibles Training', 'Poledance', 'Poledance', 'Poledance', 'Aerial Yoga', 'Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Online Klasse', 'Aerial Yoga', 'Poledance', 'Online Klasse', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/83597a2a-b4a6-4454-ab34-778fb665899a/front-split-3jpg-x-large.webp', 'https://files.eversports.com/7cfd8c7a-0691-4528-98af-82551de5588c/front-split-2jpg-small.webp', 'https://files.eversports.com/1606fba3-6c12-4885-b93e-10392149abf4/front-split-5jpg-small.webp', 'https://files.eversports.com/1defddb3-5681-4347-a2e2-65ffa9e670c7/front-split-6jpg-small.webp', 'https://files.eversports.com/8acfa62b-5341-483d-a514-6474d3dea2ae/front-split-7jpg-small.webp']",2024-01-25 00:54:58,2024-01-25 00:54:58
,"['Pracherdamm 8 ', ' 25436 Uetersen']",25436,Uetersen,Pracherdamm 8 ,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Team']","Hallo lieber Schüler,schön, dass du zu mir gefunden hast. Du suchst ein Hobby, welches die Spaß bringt und deine allgemeine Fitness stärkt? Dann bist du hier genau richtig!Unser Angebot:Pole-Dancefreies TrainingWorkshopsJunggesellinnenabschiedUnd das für jedes Level! Bei mir findet jeder etwas :)Über das Studio:ca. 110 qm Kursraum9 Stangenviele kostenlose ParkplätzeÜber euren Kurs: Anmeldung zu einem bestimmten Level, Tag & UhrzeitMöglichkeit im gebuchten Level zwischen verschiedenen Tagen zu wechseln, sofern das Level mehrmals angeboten wirdopen Training (nutze den Raum kostenlos bis zu 2x pro Woche)",5,19 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", anni@annis-poledance.de,http://www.annis-poledance.de,+49 15253821082,https://www.eversports.de/s/annis-pole-dance-uetersen,"['Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Dehnung/Flexibilität', 'Chairdance', 'Exotic', '19 Rezensionen', 'Fitness', 'Poledance', 'Chairdance', 'Aerial Hoop', 'Dehnung/Flexibilität', 'Exotic', 'HIIT the Beat', 'Contemporary Dance', 'Dance Fitness', 'Shuffle Dance']",Zum Stundenplan,"['https://files.eversports.com/7c6bb92c-bad6-4ad7-b100-9905421f30c5/image00003jpeg-x-large.webp', 'https://files.eversports.com/0a654ef2-26aa-4186-8781-d8da86ac036a/_22b3708-3jpg-small.webp', 'https://files.eversports.com/e4141f0c-28a6-41a7-a209-fe978ed50892/_22b3989jpg-small.webp', 'https://files.eversports.com/6529d070-2b37-4ffd-a2e4-e56815bb0809/61289aca-22bc-4988-b865-b08e9f0791d8jpg-small.webp']",2024-01-25 00:55:07,2024-01-25 00:55:07
,,,,,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Team']",NellPoledanceZum StundenplanAnniChairdancePoledance+ 2Zum StundenplanJessiChairdancePoledance+ 3Zum StundenplanCelinChairdanceDehnung/Flexibilität+ 4Zum StundenplanJulieChairdanceExotic+ 2Zum StundenplanSophiaPoledanceChairdance+ 8Zum StundenplanNanaPoledanceZum StundenplanAnnaZum StundenplanCindyChairdancePoledance+ 8Zum StundenplanRominaChairdancePoledance+ 4Zum StundenplanBernaFitnessZum StundenplanJuliaAerial HoopPoledance+ 1Zum Stundenplan,,,[], anni@annis-poledance.de,http://www.annis-poledance.de,+49 15253821082,https://www.eversports.de/s/annis-pole-dance-uetersen/team,"['Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Dehnung/Flexibilität', 'Chairdance', 'Exotic', 'Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Poledance', 'Fitness', 'Aerial Hoop', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/7c6bb92c-bad6-4ad7-b100-9905421f30c5/image00003jpeg-x-large.webp', 'https://files.eversports.com/0a654ef2-26aa-4186-8781-d8da86ac036a/_22b3708-3jpg-small.webp', 'https://files.eversports.com/e4141f0c-28a6-41a7-a209-fe978ed50892/_22b3989jpg-small.webp', 'https://files.eversports.com/6529d070-2b37-4ffd-a2e4-e56815bb0809/61289aca-22bc-4988-b865-b08e9f0791d8jpg-small.webp']",2024-01-25 00:55:34,2024-01-25 00:55:34
,"['Kleine Grabenstraße 1', ' 65385 Rüdesheim am Rhein']",65385,Rüdesheim,Kleine Grabenstraße 1,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Pole Oase ist das erste Pole Dance Studio im Rheingau und besteht seit März 2018. Mit viel Leidenschaft und Herzblut unterrichten unsere professionell ausgebildeten Trainer verschiedene Disziplinen wie Pole Dance, Exotic Pole, Aerial Hoop, Twerk u.a.
Unser Pole Dance Raum besteht aus 6 doppelt verstärkten Stangen aus Chrome mit großzügig Platz zwischen jeder Stange, einer großen Spiegelwand und großen Fenstern für viel Tageslicht. Verschiedenfarbige Lampen runden die Stimmung ab.
Unser Aerial Raum umfasst 4 Reifen (Aerial Hoop), die in verschiedenen Höhen aufgehängt werden können. 
Außerdem gibt es einen abgegrenzten Thekenbereich mit Sitzmöglichkeiten, einen richtigen Umkleideraum und Sanitäranlagen. Im Hof stehen euch zudem kostenfreie Parkplätze zur Verfügung.",5,16 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", info@pole-oase.de,https://pole-oase.de/,+49 15785939882,https://www.eversports.de/s/pole-oase,"['Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Aerial Hoop', 'Tanzen', '16 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Acroyoga', 'Chairdance', 'Aerial Hoop']",5 Angebote für Neukund:innen,"['https://files.eversports.com/6debfbac-5718-47a9-ad52-8289481f7569/img_20180321_172157jpg-x-large.webp', 'https://files.eversports.com/72a8cdfb-06af-48cf-8c2f-89fb17df9ce4/hoop-raumjpg-small.webp', 'https://files.eversports.com/e76a3020-f4d1-49ea-96da-a613ea9478ee/chest-pressjpg-small.webp']",2024-01-25 00:55:43,2024-01-25 00:55:43
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",AliciaPoledanceZum StundenplanJohannaTanzenPoledanceZum StundenplanPhilippPoledanceAerial HoopZum StundenplanXeniaTanzenZum Stundenplan,,,[], info@pole-oase.de,https://pole-oase.de/,+49 15785939882,https://www.eversports.de/s/pole-oase/team,"['Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Aerial Hoop', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/6debfbac-5718-47a9-ad52-8289481f7569/img_20180321_172157jpg-x-large.webp', 'https://files.eversports.com/72a8cdfb-06af-48cf-8c2f-89fb17df9ce4/hoop-raumjpg-small.webp', 'https://files.eversports.com/e76a3020-f4d1-49ea-96da-a613ea9478ee/chest-pressjpg-small.webp']",2024-01-25 00:56:26,2024-01-25 00:56:26
,"['Martin-Ofner-Straße', ' 84508 Burgkirchen an der Alz']",84508,Burgkirchen,Martin-Ofner-Straße,"['Übersicht', 'Klassen', 'Preise', 'Team']","Infinity Polesports sind nunmehr zwei Studios für Poledance, welche sich in Burgkirchen an der Alz und mit einem weiteren Studio in Eggenfelden befinden. Diverse Kursangebote für Anfänger, Fortgeschrittene, Körperbetonte und auch für Exotik-Suchende sind bei Infinity Polesports im Programm. Beide Studios sind hochwertig mit acht bzw. neun Poles und hohen Decken ausgestattet. Das gewährt freie und ungestörte Trainingsmöglichkeiten für die Kursteilnehmer.",5,34 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@infinity-polesports.de,https://www.infinity-polesports.de/,+491721642077,https://www.eversports.de/s/infinity-polesports,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', '34 Rezensionen', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/e985ab77-98b5-45ee-b45d-ddaf724c9f2c/infinity-polesports-raumpng-x-large.webp', 'https://files.eversports.com/7838205b-4bbe-4c9e-af29-65f77fb83302/infinity-polesports-5png-small.webp', 'https://files.eversports.com/295096df-4473-4695-bee5-0a76a19d168a/infinity-polesports-6png-small.webp', 'https://files.eversports.com/0b031090-ae9f-482e-b53c-a0071daad7fc/infinity-polesports-1png-small.webp', 'https://files.eversports.com/95b34090-2ab0-4a8a-9de5-cc2114010d33/infinity-polesports-2png-small.webp']",2024-01-25 00:56:35,2024-01-25 00:56:35
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",NataschaPoledanceZum StundenplanLenaPoledanceZum StundenplanLieselottePoledanceZum StundenplanAlexPoledanceZum StundenplanLisaPoledanceZum StundenplanSimonePoledanceZum Stundenplan,,,[], info@infinity-polesports.de,https://www.infinity-polesports.de/,+491721642077,https://www.eversports.de/s/infinity-polesports/team,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/e985ab77-98b5-45ee-b45d-ddaf724c9f2c/infinity-polesports-raumpng-x-large.webp', 'https://files.eversports.com/7838205b-4bbe-4c9e-af29-65f77fb83302/infinity-polesports-5png-small.webp', 'https://files.eversports.com/295096df-4473-4695-bee5-0a76a19d168a/infinity-polesports-6png-small.webp', 'https://files.eversports.com/0b031090-ae9f-482e-b53c-a0071daad7fc/infinity-polesports-1png-small.webp', 'https://files.eversports.com/95b34090-2ab0-4a8a-9de5-cc2114010d33/infinity-polesports-2png-small.webp']",2024-01-25 00:57:40,2024-01-25 00:57:40
,"['Pfefferackerstraße 2A ', ' 45894 Gelsenkirchen']",45894,Gelsenkirchen,Pfefferackerstraße 2A ,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Videos', 'Preise', 'Team']","Das aerialflow in Gelsenkirchen-Buer lädt dich herzlich zu schweißtreibenden Trainingseinheiten in modernem Ambiente ein. Hier wird dir maximaler Trainingserfolg durch Training in kleinen Lerngruppen mit professioneller Betreuung gewährleistet. Egal, ob Yoga, Poledance, Tanzen oder Fitnessworkouts - belege verschiedenste Kurse für unterschiedliche Niveauklassen und arbeite hochintensiv und effektiv an deinen persönlichen Trainingszielen. Komme ins aerialflow und trainiere hier über den Dächern von Gelsenkirchen-Buer in einer angenehmen und motivierenden Atmosphäre!","4,8",50 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.8', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.5']", info@aerialflow.de,http://www.aerialflow.de,+49 (0) 209 88000403,https://www.eversports.de/s/aerialflow,"['Funktionelles Training', 'Flexibles Training', 'Poledance', 'Tanzen', '50 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', 'Funktionelles Training', 'Flexibles Training', 'Bootcamp', 'Acroyoga', 'Faszientraining', 'Meditation', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Lapdance', 'Chairdance', 'Vinyasa Yoga', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Hatha Yoga', 'Yin Yoga', 'Kindersport', 'Yoga für Schwangere', 'Polesport', 'Kinderangebot', 'Online Klasse']",4 Angebote für Neukund:innen,"['https://files.eversports.com/3d75d122-082e-42f6-82a0-b82cc616d782/m8u_4899-1jpg-x-large.webp', 'https://files.eversports.com/6fdea9a0-6c7f-4480-bc2b-0a913c094422/m8u_4922-1jpg-small.webp', 'https://files.eversports.com/fd953ce9-f0fa-4ff3-b612-a13b38d49227/m8u_4857-1jpg-small.webp', 'https://files.eversports.com/80a0261c-779b-47f6-bdae-3d589d5911ff/m8u_4943-1jpg-small.webp', 'https://files.eversports.com/9ed44b14-387c-41d2-8d26-410dcd42a09c/m8u_4845-1jpg-small.webp']",2024-01-25 00:57:52,2024-01-25 00:57:52
,,,,,[],,,,[],,,,https://www.eversports.de/s/aerialflow/videos,[],,[],2024-01-25 00:59:57,2024-01-25 00:59:57
,,,,,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Videos', 'Preise', 'Team']",AnnaFunktionelles TrainingFlexibles Training+ 11Zum StundenplanAnniPoledanceTanzen+ 5Zum StundenplanRinaZum StundenplanNina GZum StundenplanNina DZum StundenplanVerenaPilatesPoledance+ 23Zum StundenplanClaudiaPremium Package (2h - 1000 Paints)Tanzen+ 21Zum StundenplanSimoneAerial DanceAerial HoopZum StundenplanNadjaPilatesTanzen+ 27Zum StundenplanLenaYogaFlexibles Training+ 6Zum StundenplanDagmarPilatesTanzen+ 27Zum StundenplanKateZum StundenplanSarahTanzenPilates+ 27Zum StundenplanStefanieAerial YogaFlexibles Training+ 6Zum StundenplanTestTanzenPoledance+ 21Zum Stundenplan,,,[], info@aerialflow.de,http://www.aerialflow.de,+49 (0) 209 88000403,https://www.eversports.de/s/aerialflow/team,"['Funktionelles Training', 'Flexibles Training', 'Poledance', 'Tanzen', 'Pilates', 'Poledance', 'Premium Package (2h - 1000 Paints)', 'Tanzen', 'Aerial Dance', 'Aerial Hoop', 'Pilates', 'Tanzen', 'Yoga', 'Flexibles Training', 'Pilates', 'Tanzen', 'Tanzen', 'Pilates', 'Aerial Yoga', 'Flexibles Training', 'Tanzen', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/3d75d122-082e-42f6-82a0-b82cc616d782/m8u_4899-1jpg-x-large.webp', 'https://files.eversports.com/6fdea9a0-6c7f-4480-bc2b-0a913c094422/m8u_4922-1jpg-small.webp', 'https://files.eversports.com/fd953ce9-f0fa-4ff3-b612-a13b38d49227/m8u_4857-1jpg-small.webp', 'https://files.eversports.com/80a0261c-779b-47f6-bdae-3d589d5911ff/m8u_4943-1jpg-small.webp', 'https://files.eversports.com/9ed44b14-387c-41d2-8d26-410dcd42a09c/m8u_4845-1jpg-small.webp']",2024-01-25 00:59:58,2024-01-25 00:59:58
,"['Südstraße 49', ' 74072 Heilbronn']",74072,Heilbronn,Südstraße 49,['Übersicht'],"PoleSensation in Heilbronn bietet Kurse in Poledance und Fitness. Melde dich einfach zu einem Schnupperkurs an, um die Welt des Poledance bei PoleSensation auszuprobieren und zu sehen, ob dir diese Sportart liegt. Tänzerische oder sportliche Vorkenntnisse sind nicht erforderlich. Feste Kurse finden von Montag bis Samstag statt und sind in verschiedene Level eingeteilt, von Anfänger bis Profi. Die Unterrichtseinheiten sind jeweils 75 Minuten lang.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']", info@polesensation.de,http:www.polesensation.de,+491727558233,https://www.eversports.de/s/polesensation,"['(Noch keine Bewertungen)', 'Poledance']",,"['https://files.eversports.com/bc545b71-bcbb-42d9-a43f-0279b42181ec/headerneu2-x-large.webp', 'https://files.eversports.com/95c43f49-8d69-4562-85f8-575ba1d6710d/bildschirmfoto-2018-09-10-um-141645png-small.webp', 'https://files.eversports.com/dff300a1-ce45-48d8-847b-6a3958b1778e/bildschirmfoto-2018-09-10-um-141655png-small.webp', 'https://files.eversports.com/38947c60-b4bd-41a5-a953-dbb829098f6a/bildschirmfoto-2018-09-10-um-141702png-small.webp']",2024-01-25 01:00:01,2024-01-25 01:00:01
,"['Daimlerstraße 8 ', ' 91301 Forchheim']",91301,Forchheim,Daimlerstraße 8 ,"['Übersicht', 'Klassen', 'Preise', 'Team']",Dein einzigartiges Poledancestudio in Forchheim. Poledance & Aerial Hoop Kurse in einer Wohlfühlatmosphärel.,"4,9",28 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.8']", info@poleloft-fo.de,http://www.poleloft-fo.de,,https://www.eversports.de/s/pole-loft,"['Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Poledance', 'Tanzen', '28 Rezensionen', 'Tanzen', 'Poledance', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Dehnung/Flexibilität', 'Flying Pole']",1 Angebot für Neukund:innen,"['https://files.eversports.com/bf75a970-fe0a-400a-ba69-a35bd5595ba6/l_logo-pole-loftjpg-x-large.webp', 'https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp', 'https://files.eversports.com/3fb3260e-a503-4c4f-9901-de264ed17953/ddd5ed81-4d17-4f79-8615-bd8a479e6802jpeg-small.webp', 'https://files.eversports.com/b2efd771-4026-4445-904a-30f876a32659/4a345748-35ca-4a7c-a20f-1fd1dc0240bejpeg-small.webp', 'https://files.eversports.com/19290648-840d-4927-9bb0-8d66d38433e2/6cb5e0b9-831e-4859-a500-cf383a3fb5a8jpeg-small.webp']",2024-01-25 01:00:09,2024-01-25 01:00:09
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",BarbaraTanzenPoledance+ 1Zum StundenplanAnna-KatharinaTanzenPoledance+ 1Zum StundenplanMoniTanzenPoledance+ 2Zum StundenplanVanessaPoledanceZum StundenplanChiara MarongiuPoledanceTanzen+ 3Zum StundenplanAnna-LenaAerial SilkPoledance+ 5Zum StundenplanMelanieZum StundenplanChiaraPoledanceTanzen+ 2Zum StundenplanKristinaTanzenAkrobatik+ 3Zum StundenplanAnna-Maria Zum StundenplanDeborahTanzenAkrobatik+ 2Zum StundenplanMareen LeykaufDehnung/FlexibilitätTanzen+ 1Zum StundenplanNellyZum StundenplanWeronikaPoledanceTanzen+ 3Zum Stundenplan,,,[], info@poleloft-fo.de,http://www.poleloft-fo.de,,https://www.eversports.de/s/pole-loft/team,"['Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Poledance', 'Tanzen', 'Aerial Silk', 'Poledance', 'Poledance', 'Tanzen', 'Tanzen', 'Akrobatik', 'Tanzen', 'Akrobatik', 'Dehnung/Flexibilität', 'Tanzen', 'Poledance', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/bf75a970-fe0a-400a-ba69-a35bd5595ba6/l_logo-pole-loftjpg-x-large.webp', 'https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp', 'https://files.eversports.com/3fb3260e-a503-4c4f-9901-de264ed17953/ddd5ed81-4d17-4f79-8615-bd8a479e6802jpeg-small.webp', 'https://files.eversports.com/b2efd771-4026-4445-904a-30f876a32659/4a345748-35ca-4a7c-a20f-1fd1dc0240bejpeg-small.webp', 'https://files.eversports.com/19290648-840d-4927-9bb0-8d66d38433e2/6cb5e0b9-831e-4859-a500-cf383a3fb5a8jpeg-small.webp']",2024-01-25 01:01:04,2024-01-25 01:01:04
,"['Schaufenberger Straße 61 ', ' 52477 Alsdorf']",52477,Alsdorf,Schaufenberger Straße 61 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Pura ist ein Yoga , Stretching , Poledance und Aerial Hoop Studio in Alsdorf.Wir bieten unsere Kurse unter professioneller Anleitung an.Ob Probestunden,Einzeltickets,10er Karten, Abos, Privatstunden, Workshops, Pole Parties, Junggesellinnen Abschiede oder Fotoshootings, wir haben für jeden das richtige Angebot.Wir bieten ein modernes und attraktives Studio mit zwei Kursräumen und auch für das passende Equipment der jeweiligen Kurse ist gesorgt.Du brauchst also nichts weiter als vorbei zu kommen und dich von unserer Leidenschaft anstecken zu lassen.Wir sind überzeugt, dass du durch das Training in unserem Studio ein erhöhtes Selbstbewusstsein, eine verbesserte körperliche Fitness und eine größere mentale Stärke erreichen wirst.",5,77 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", info@pura-studio.de,http://www.pura-studio.de,+49 1772836563,https://www.eversports.de/s/pura-studio,"['Yoga', 'Poledance', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Stretching', 'Yoga', 'Aerial Hoop', '77 Rezensionen', 'Yoga', 'Poledance', 'Stretching', 'Aerial Hoop']",1 Angebot für Neukund:innen,"['https://files.eversports.com/0aed1787-d224-4868-b032-4f0a1ffc8ff2/photo-2021-12-12-11-50-04jpg-x-large.webp', 'https://files.eversports.com/c4791001-54a7-4e3a-8298-4b4004a01a98/dsc05232jpg-small.webp', 'https://files.eversports.com/790d9ec7-f9e8-48d7-b599-6cc04492a01f/dsc05284jpg-small.webp', 'https://files.eversports.com/326dd8e6-4895-4bc9-a6bd-12ea9e338e87/dsc06596jpg-small.webp', 'https://files.eversports.com/6cf66dac-4fad-41af-a186-72b4b73a3a1d/dsc06530jpg-small.webp']",2024-01-25 01:01:14,2024-01-25 01:01:14
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",MaikeYogaPoledance+ 3Zum StundenplanTanjaYogaPoledance+ 3Zum StundenplanJulia Q.YogaPoledanceZum StundenplanAngelikaStretchingYogaZum StundenplanKatharinaAerial HoopZum StundenplanJulia M.PoledanceStretchingZum StundenplanTamaraPoledanceStretchingZum StundenplanNadineStretchingPoledance+ 1Zum Stundenplan,,,[], info@pura-studio.de,http://www.pura-studio.de,+49 1772836563,https://www.eversports.de/s/pura-studio/team,"['Yoga', 'Poledance', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Stretching', 'Yoga', 'Aerial Hoop', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Stretching', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/0aed1787-d224-4868-b032-4f0a1ffc8ff2/photo-2021-12-12-11-50-04jpg-x-large.webp', 'https://files.eversports.com/c4791001-54a7-4e3a-8298-4b4004a01a98/dsc05232jpg-small.webp', 'https://files.eversports.com/790d9ec7-f9e8-48d7-b599-6cc04492a01f/dsc05284jpg-small.webp', 'https://files.eversports.com/326dd8e6-4895-4bc9-a6bd-12ea9e338e87/dsc06596jpg-small.webp', 'https://files.eversports.com/6cf66dac-4fad-41af-a186-72b4b73a3a1d/dsc06530jpg-small.webp']",2024-01-25 01:03:27,2024-01-25 01:03:27
