,PoleStudio,PLZ,Stadt,Adresse,Pole Studio Beschreibung,Start Preis,Ratingscore,Reviewanzahl,E-Mail,Homepage,Telefon,Eversports Pole Studio Seite,Version
131,Aerial Circus,4229,Zschochersche Straße 79B , 04229 Leipzig,"Hallo,
und schön, dass Du auf unserer Seite gelandet bist! Seit 2015 gibt es den Aerial Circus nun schon, einen Ort, an dem Begegnung stattfindet, getanzt wird und du an verschiedensten Luftrequisiten über dich hinaus wachsen kannst. Wir haben viele spannende Kurse, regelmäßige Auftritte, tolle Trainer_Innen und natürlich Teilnehmende. In unserem 55m² Studio kannst du dich an sechs Poles, vier Vertikaltüchern (Aerial Silks) und vier Luftringen (Aerial Hoops) austoben.Für schwierigere Elemente stehen Crash-Matten bereit. Zum Kraftaufbau stellen wir ein Kletterseil, Gymnastikbälle und eine Sprossenwand zur Verfügung. Wer sich in Flexibilität steigern möchte findet ebenfalls Matten, Yogawheels, -blöcke und -gurte, sowie Faszienrollen und -bälle.
Wir freuen uns sehr über neue und alte Gesichter in unserem wunderschönen Studio!
Ganz herzliche Grüße,
Lena und das gesamte Aerial Circus Team (mit Sina, Paula, Max, Josi, Anne, Anna und Mareen).",0,5.0,2 Rezensionen, aerial-circus@mail.de,http://www.aerial-circus.de,+49 15774280801,https://www.eversports.de/s/Aerial-Circus,2023-05-12 20:50:59
132,Pole Oase,65385,Kleine Grabenstraße 1, 65385 Rüdesheim am Rhein,"Pole Oase ist das erste Pole Dance Studio im Rheingau und besteht seit März 2018. Mit viel Leidenschaft und Herzblut unterrichten unsere professionell ausgebildeten Trainer verschiedene Disziplinen wie Pole Dance, Exotic Pole, Aerial Hoop, Twerk u.a.
Unser Pole Dance Raum besteht aus 6 doppelt verstärkten Stangen aus Chrome mit großzügig Platz zwischen jeder Stange, einer großen Spiegelwand und großen Fenstern für viel Tageslicht. Verschiedenfarbige Lampen runden die Stimmung ab.
Unser Aerial Raum umfasst 4 Reifen (Aerial Hoop), die in verschiedenen Höhen aufgehängt werden können.
Außerdem gibt es einen abgegrenzten Thekenbereich mit Sitzmöglichkeiten, einen richtigen Umkleideraum und Sanitäranlagen. Im Hof stehen euch zudem kostenfreie Parkplätze zur Verfügung.",0,5.0,15 Rezensionen, info@pole-oase.de,https://pole-oase.de/,+49 15785939882,https://www.eversports.de/s/Pole-Oase,2023-05-12 20:50:59
133,Poledance-Area,42853,Mandtstraße 2 , 42853 Remscheid,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,4.4,1 Rezensionen, info@poledance-area.de,http://www.poledance-area.de,+49 01623675667,https://www.eversports.de/s/Poledance-Area,2023-05-12 20:51:00
134,Da Becca Flow and Fit,44651,Eickeler Markt 3A , 44651 Herne,"Für Neukunden-bitte eine Email bei Interesse an unseren Kursen an info@dabecca.de .
Da Becca Flow and Fit - wir heissen Dich herzlich willkommen in unserem wunderschönen Pole/Floorwork/ Tanzstudio. Hier wird wert auf persönliche und kleine Lerngruppen gelegt und Dir ein Safespace für Frauen mit professioneller Betreuung geboten. Trainingserfolge mit Spass , viel Musik, Tanzen und auch schweisstreibenden Stretching und Choreos. Mal sensual, mal rockig , mal contemporary . Wir haben Dir im kleinen rahmen viel zu bieten . Wir freuen uns auf das Tanzerlebnis mit Dir oder auch in unseren Mobility Kursen mit Dir an Deiner flexibilität und Kraft zu arbeiten !!!
Wir arbeiten mit Flatrates und 10 und 5 er Karten daher seid euch bitte im klaren das nicht immer gewährleistet ist das ihr euren Wunschkurs jede Woche belegen könnt dafür aber bis zu 80 Kurse im Monat zur Auswahl habt !!",0,5.0,21 Rezensionen, info@dabecca-flowandfit.de,http://www.dabecca-flowandfit.de,+49 17620913644,https://www.eversports.de/s/Da-Becca-Flow-and-Fit,2023-05-12 20:51:01
135,Tanzstudio Michel,55252,Schmalweg 50, 55252 Wiesbaden,"Das etablierte Tanzstudio in Wiesbaden bietet professionelles Tanztrainig und Kurse zum fit werden. Ein heller, geräumiger, eigens für den Tanzunterricht gestalteter Trainingssaal ist bereit dir alle Möglichkeiten zu bieten noch besser zu werden. Tanz und Schönheit der Bewegung – hier sind diese zwei Begriffe untrennbar.",0,5.0,1 Rezensionen, t.michel.9@gmx.de,https://www.tanzstudio-michel.de/,+49 15115125871,https://www.eversports.de/s/Tanzstudio-Michel,2023-05-12 20:51:02
136,Pole Plus,86156,Ulmer Straße 152 , 86156 Augsburg,"Pole-Dance ist so viel mehr als ein Tanz an der Stange.
Ursprünglich kommt Pole-Dance aus dem chinesischen Zirkus und wurde nur von Männern ausgeübt, der akrobatische Aspekt ist demnach definitiv nicht zu vernachlässigen.
Wir möchten dir im Pole Plus zeigen, was die absolute Trendsportart alles zu bieten hat.
Denn genau wegen seiner Vielseitigkeit erfreut sich der Pole-Sport so einer großen Beliebtheit und fasziniert einfach jeden.
Das Training setzt sich zusammen aus einem Aufwärm-Programm, dem Pole-Training und einem Cool-Down.
Wir trainieren verschiedene Figuren, Posen, Kombinationen, akrobatische Elemente und auch Choreografien.
Du benötigst für unsere Anfängerkurse keinerlei Vorkenntnisse und auch kein spezielles Fitness-Level.
Wir freuen uns auf dich!",0,4.9,5 Rezensionen, info@pole-plus.com,http://www.pole-plus.com,+49 15776626728,https://www.eversports.de/s/Pole-Plus,2023-05-12 20:51:02
137,Aerial Studio,3565,Mississippidreef 2, 3565 CG Utrecht,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,4.8,16 Rezensionen, info@aerial-studio.nl,https://www.aerial-studio.nl,+31 628209884,https://www.eversports.de/s/Aerial-Studio,2023-05-12 20:51:03
138,Polefly Academy,86167,Bürgermeister-Wegele-Straße 6A , 86167 Augsburg,"Polefly Academy - dein ""place to be"" in Augsburg, wo du die Schwerkraft tanzend überwinden wirst.
Wir bieten Pole Dance Stunden an und fokussieren uns dabei auf den tänzerischen Stil. Bei uns trainierst du in den Leveln Anfänger, Mittelstufe und Fortgeschrittenen in einer festen Gruppe und wir lernen gemeinsam Choreographien, die mit der Zeit immer anspruchsvoller werden. Ebenso bieten wir Spezialkurse (z.B. Floorwork und Exotic), Workshops und Junggesellinnenabschiede an. Auch abseits der Pole wirst du bei uns sicherlich fündig. Unser Kursangebot aus den Bereichen Yoga, Stretching und Fitness wird stetig erweitert. Komm gerne vorbei, wir freuen uns :-)",0,5.0,2 Rezensionen, office@polefly-academy.de,0,0,https://www.eversports.de/s/Polefly-Academy,2023-05-12 20:51:04
139,Pura Studio,52477,Schaufenberger Straße 61 , 52477 Alsdorf,"Pura ist ein Yoga , Stretching , Poledance und Aerial Hoop Studio in Alsdorf.
Wir bieten unsere Kurse unter professioneller Anleitung an.
Ob Probestunden,Einzeltickets,10er Karten, Abos, Privatstunden, Workshops, Pole Parties, Junggesellinnen Abschiede oder Fotoshootings, wir haben für jeden das richtige Angebot.
Wir bieten ein modernes und attraktives Studio mit zwei Kursräumen und auch für das passende Equipment der jeweiligen Kurse ist gesorgt.
Du brauchst also nichts weiter als vorbei zu kommen und dich von unserer Leidenschaft anstecken zu lassen.
Wir sind überzeugt, dass du durch das Training in unserem Studio ein erhöhtes Selbstbewusstsein, eine verbesserte körperliche Fitness und eine größere mentale Stärke erreichen wirst.",0,5.0,60 Rezensionen, info@pura-studio.de,http://www.pura-studio.de,+49 1772836563,https://www.eversports.de/s/Pura-Studio,2023-05-12 20:51:04
140,Tanzschule Poledance Reutlingen,72793,Uhlandstraße 60 , 72793 Pfullingen,"Die Tanzschule Poledance Reutlingen befindet sich in der Uhlandstraße 60 in 72793 Reutlingen- Pfullingen. Wir bieten Kurse in Poledance, Aerial Silk und Aerial Hoop an. Außerdem gibt es Conditioning Kurse wie Stretching, freies Training und Handstand. Komm bitte 10 min. vor Unterrichtsbeginn damit du dich in Ruhe umziehen und noch eventuelle Fragen klären kannst. Ziehe Sportkleidung an und bringe ein Handtuch für deine Matte mit, für die Poledance Kurse brauchst du eine kurze Hose. Du kannst direkt vor dem Haus, an der Straße kostenlos parken, ca. 10 Minuten zu Fuß befindet sich außerdem eine Bushaltestelle.
Komm vorbei- wir freuen uns auf dich!",0,4.9,39 Rezensionen, info@poledance-reutlingen.de,https://www.poledance-reutlingen.de,0,https://www.eversports.de/s/Tanzschule-Poledance-Reutlingen,2023-05-12 20:51:10
141,Polearize,44793,Rottstraße 6 , 44793 Bochum,"Das Poledance-Studio Polearize liegt mitten im Herzen von Bochum und ist fußläufig vom Hauptbahnhof erreichbar. Die Anfängerkurse beginnen immer mit den absoluten Grundlagen. Du musst vorher weder sportlich sein noch tänzerische Vorerfahrung haben. Wenn Du schon länger Pole Dance tanzt, findest Du in den höheren Leveln die passende Herausforderung. Polearize liebt Sport und die Trainer geben alles, damit Du Dich wohl fühlst und Dich jedes Mal auf das Training freuen kannst. Mit Fachwissen und jahrelanger Erfahrung unterstützen wir Dich dabei, Deine Ziele effektiv und auf gesunde Weise zu erreichen. Außer Pole Dance wird auch Aerial Hoop, Stretching, Chairdance und Twerk angeboten.",0,4.9,74 Rezensionen, info@polearize.de,https://www.polearize.de/,+49 01636331603,https://www.eversports.de/s/Polearize,2023-05-12 20:51:10
142,Aerial Loft,70806,Bahnhofstraße 12 , 70806 Kornwestheim,"Du interessierst dich für Aerial Fitness wie Pole Dance oder Akrobatik mit dem Hoop? Dann nutze jetzt die Gelegenheit und komm vorbei.
Bitte beachte für die Teilnahme an den Kursen unsere geltenden Hygieneregeln: https://aerial-loft.de/studio/#hygiene-hinweise
Wachse im Aerial Loft über dich hinaus und erlebe das Gefühl von Tanz und Akrobatik vereint. Vergiss dabei die Alltagssorgen und schüttel den Stress einfach ab. Im Aerial Loft wirst du von einem professionellen Team betreut und kannst in einem Modernen und komplett ausgestatteten Studio trainieren, das dir neben den vielen Aerial-Kursen auch viele Yoga-Kurse bietet. Ob Fortgeschritten, Anfänger oder kompletter Neuling, es gibt den perfekten Kurs für jedermann. Wirf einen Blick in unseren Stundenplan oder sprich das Team direkt an.",0,4.9,51 Rezensionen, info@aerial-loft.de,http://www.aerial-loft.de,+49 1733429658,https://www.eversports.de/s/Aerial-Loft,2023-05-12 20:51:11
143,The Supergirl Studio,85221,Brunngartenstraße 5a , 85221 Dachau,"Trainiere wie ein Supergirl im “The Supergirl Studio”.
Wir bieten Pole Fitness, Exotic/Heels Pole sowie Aerial Hoop, Aerial Silks und Stretching Kurse für Erwachsene an.
In unseren Kursen kannst Du Deinen gesamten Körper, also Bauch, Beine, Po und Arme an der Stange in Form bringen. Hierzu brauchst Du in unseren Basic Kursen keine Vorkenntnisse, einfach anmelden und ausprobieren.
Alle Altersstufen sind hier willkommen und können je nach Niveau am Anfängerkurs (Basic) oder bei den Fortgeschrittenen (Intermediate und/oder Advanced) sowie mixed level Kursen mitmachen.
Kinder können sich im “Pole Fitness Kids” austoben und in ausgewählten Aerial Stunden durch die Lüfte fliegen.
Das Studio ist dank der großen Fenster sehr hell und wirkt sehr einladend.
Duch die hohen Decken sind uns nach oben (fast) keine Grenzen gesetzt und Du kannst bei uns hoch hinaus...",0,4.9,96 Rezensionen, supergirl@poledance-dachau.de,http://www.poledance-dachau.de,+4915758721177,https://www.eversports.de/s/The-Supergirl-Studio,2023-05-12 20:51:12
144,Poleart_Inspiration,87700,Allgäuer Straße 12 , 87700 Memmingen,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,0.0,(Noch keine Bewertungen), sarahsonja.pole@gmail.com,https://www.poleartinspiration.de/,0,https://www.eversports.de/s/Poleart_Inspiration,2023-05-12 20:51:12
145,PoleCreation,87435,Immenstädter Straße 11 , 87435 Kempten (Allgäu),"Du bist neu hier? Melde dich bitte ausschließlich vorab per Mail!
polecreatinstudio@gmail.com
Herzlich Willkommen bei PoleCreation! Lerne dich selbst zu kreieren!
Dein Studio in Kempten für Poledance, Fitness, Flexi und Akrobatik!​
Dich erwartet in stets freundlicher und motivierender Atmosphäre ein Training ohne Druck.
Egal ob Anfänger oder Fortgeschrittener, wenn auch Du ganzheitlich trainieren und dich lieben lernen möchtest, dann bist du hier genau richtig!
Bei Interesse für Probetermine oder neue Anfängerkurse schreibe und gerne eine E-Mail an: polecreationstudio@gmail.com.
Besuch uns auch gerne auf unserer Homepage:
www.polecreation.de",0,5.0,18 Rezensionen, polecreationstudio@gmail.com,http://www.polecreation.de,0,https://www.eversports.de/s/PoleCreation,2023-05-12 20:51:13
146,Stadtgazellen Bremen,28217,Bremerhavener Straße 210 , 28217 Bremen,"Dein Studio für Poledance und Luftakrobatik in Bremen! In unserem wunderschönen Studio mit Loftcharakter bieten wir euch Pole Dance und Aerial Fitness Kurse auf höchstem Niveau. Unsere professionell ausgebildeten Trainer unterrichten euch in Kleingruppen um ein gesundheitsorientiertes, qualitativ hochwertiges Fitness- und Tanztraining mit viel Spaß zu bieten. Jedem Teilnehmer steht ein eigenes Luftakrobatikgerät zur Verfügung. Auf 300qm Fläche findet ihr zwei Kursräume und einen großzügigen Umkleidebereich mit Kaffeeküche und Lounge. Ausreichend kostenlose Parkplätze stehen euch um das Studio herum zur Verfügung.",0,4.9,70 Rezensionen, info@poledance-bremen.de,http://www.poledance-bremen.de,+4915154033605,https://www.eversports.de/s/Stadtgazellen-Bremen,2023-05-12 20:51:13
147,a heart for poledance,51469,Nußbaumer Straße 6, 51469 Bergisch Gladbach,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,0.0,(Noch keine Bewertungen), info@aheartforpoledance.de,0,+4915735519129,https://www.eversports.de/s/a-heart-for-poledance,2023-05-12 20:51:14
148,Pole Werk by Nelly,66450,Kleinottweilerstraße 75 , 66450 Bexbach,"Das Pole Werk ist das erste Poledance und Aerial Hoop Studio im Saarpfalz-Kreis. Von Kinderkursen, Pole Dance, Aerial Hoop und Flexibility ist alles dabei. Probier es aus und lass dich von diesen wunderschönen Sportarten verzaubern.",0,5.0,22 Rezensionen, polewerk@t-online.de,0,+49 15174417744,https://www.eversports.de/s/Pole-Werk-by-Nelly,2023-05-12 20:51:14
149,PoleFitness Leipzig,4103,Salomonstraße 18B , 04103 Leipzig,"Du suchst ein ansprechendes Krafttraining? Du willst Spaß und einen stählernen Körper?
Wir zeigen dir, wie du deinen Körper effektiv trainierst und dabei in ungeahnte Höhen aufsteigst!
Unser Studio mit über 4,70 Meter hohen Stangen bietet genug Spielraum für erste Schritte, stetiges Training und den Übergang in den Performance-Bereich. Unsere erfolgreichen Trainerinnen nehmen deine individuellen Ziele in die Hand und bringen sie für dich in greifbare Nähe.",0,4.9,10 Rezensionen, info@polefitness-leipzig.de,https://polefitness-leipzig.de/,+49 1629269299,https://www.eversports.de/s/PoleFitness-Leipzig,2023-05-12 20:51:20
150,BALANCE Neumarkt,92318,Deininger Weg 94 , 92318 Neumarkt in der Oberpfalz,"BALANCE Neumarkt ist ein Kursstudio mit einem sehr breiten Online- und Studioprogramm. Es befindet sich in Neumarkt in der Oberpfalz, unweit von der Bushaltestelle Regensburger Straße. Angeboten werden Tanzkurse (Jazz Dance, Dance Kids, Streedance & Funky Jazz), Poledance, Yoga, Pilates, Sings und vieles mehr. Bei BALANCE Neumarkt werden sowohl regelmäßige Klassen als auch aufbauende Kurse und einmalige Workshops angeboten. Seit 2020 steht allen Kunden eine Online-Videothek zur Verfügung. Videos können einzeln gekauft oder mit dem entsprechenden Service erworben werden.",0,4.9,92 Rezensionen, studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/BALANCE-Neumarkt,2023-05-12 20:51:20
151,Yoga and Pole Art by Selina,53783,Zum Wingert 10 , 53783 Eitorf,"Yoga and Pole Art by Selina bietet dir Online Live Klassen (inkl. 24h Aufzeichnungen), Intensivkurse, Workshops und Personal Training in folgenden Bereichen an:
· Hatha Yoga
· Vinyasa Yoga
· Yoga Rad (auch bekannt als Yoga Wheel) für Einsteiger und Fortgeschrittene
· Aerial Yoga
· Pole Trick Training
· Spinning Pole Combos Einsteiger
· Spinning Pole Combos Intermediate
· Splits on Pole Intermediate
· Flexi Pole Tricks
· Krafttraining und Trainingsperiodisierung
· Krafttraining an der Stange
Zudem bietet dir Yoga and Pole Art by Selina zahlreiche Aufzeichnungen und Video Kurse im Pole Sport und Yoga Bereich.",0,5.0,49 Rezensionen, yogaandpoleartbyselina@gmail.com,http://www.yogaandpoleartbyselina.com,+49 15738925807,https://www.eversports.de/s/Yoga-and-Pole-Art-by-Selina,2023-05-12 20:51:22
152,aerialflow,45894,Pfefferackerstraße 2A , 45894 Gelsenkirchen,"Das aerialflow in Gelsenkirchen-Buer lädt dich herzlich zu schweißtreibenden Trainingseinheiten in modernem Ambiente ein. Hier wird dir maximaler Trainingserfolg durch Training in kleinen Lerngruppen mit professioneller Betreuung gewährleistet. Egal, ob Yoga, Poledance, Tanzen oder Fitnessworkouts - belege verschiedenste Kurse für unterschiedliche Niveauklassen und arbeite hochintensiv und effektiv an deinen persönlichen Trainingszielen. Komme ins aerialflow und trainiere hier über den Dächern von Gelsenkirchen-Buer in einer angenehmen und motivierenden Atmosphäre!",0,4.8,48 Rezensionen, info@aerialflow.de,http://www.aerialflow.de,+49 (0) 209 88000403,https://www.eversports.de/s/aerialflow,2023-05-12 20:51:22
153,Pole and Move Heidelberg,69214,Hauptstraße 58, 69214 Eppelheim,"Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.",0,5.0,14 Rezensionen, team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Heidelberg,2023-05-12 20:51:23
154,Pole Passion Bielefeld,33613,Apfelstraße 75A, 33613 Bielefeld,"""Come in and dance"" heißt es bei Pole Passion Bielefeld. In Kleingruppen wird hier trainiert, was dir garantiert, dass du deine Pole im Training für dich alleine hast. Im Studio ist alles vorhanden, was du für ein Pole Dance Training brauchst. Das Studio in Bielefeld ist sehr gut mit dem Bus oder der Bahn zu erreichen. Auch ein kostenloser Parkplatz steht dir zur Verfügung, wenn du ein Abo im Studio besitzt. Bei Fragen zum Kursangebot oder diversen Veranstaltungen stehen dir die Trainerinnen zur Verfügung.",0,0.0,(Noch keine Bewertungen), info@polepassion.de,http://www.polepassion.de/,+49 017663169504,https://www.eversports.de/s/Pole-Passion-Bielefeld,2023-05-12 20:51:23
155,Flow Academy,89077,Pfarrer-Weiß-Weg 16, 89077 Ulm,Dein Studio für Poledance und Flexibility.,0,5.0,2 Rezensionen, info@flowacademy-ulm.de,0,+49 15165181566,https://www.eversports.de/s/Flow-Academy,2023-05-12 20:51:24
156,The Pole Lounge,39108,Goethestraße 6b , 39108 Magdeburg,"Pole Dance ist für alle geeignet!
Pole Dance ist die perfekte Sportart für alle, die Kraft aufbauen möchten, beweglicher werden wollen oder einfach Lust auf akrobatisches Tanzen haben. Voraussetzungen gibt es eigentlich keine.",0,5.0,31 Rezensionen, info@polelounge.de,http://www.polelounge.de,+49 1734575394,https://www.eversports.de/s/The-Pole-Lounge,2023-05-12 20:51:24
157,Flow Fusion Pole-Aerial-Dance Studio,90441,Platenstraße 64 , 90441 Nürnberg,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,5.0,5 Rezensionen, hello@flowfusion.de,http://www.flowfusion.de,+49 1629468932,https://www.eversports.de/s/Flow-Fusion-Pole-Aerial-Dance-Studio,2023-05-12 20:51:25
158,Soul Flight,10969,Lobeckstraße 36, 10969 Berlin,"Pole Dance ist ein Tanz, welcher Kraft, Eleganz und Schönheit verbindet. Er steht für die Verschmelzung von Verführung und Akrobatik. Im Poledance Studio Soul Flight, erlernst du diese ästhetische Trainingsmethode nicht nur genauer kennen, sondern trainierst zugleich deinen ganzen Körper, straffst diesen und wirst so Stück für Stück flexibler. Soul Flight bietet neben hochmotivierten Trainern, professionellen Trainingsgeräten und jeder Menge Platz zur freien Entfaltung auch hippe beats und lässt dich den Alltagsstress vergessen. Ausgestattet ist das Studio mit 2 Poledanceräumen, sowie 4,50 m hohen Wettkampfstangen, die zu 100% aus Edelstahl bestehen. Verankert sind diese mit fünf 12er Schrauben, sowohl oben als auch unten und stehen dir für dein Training zur Verfügung.",0,4.8,5 Rezensionen, info@soulflight.de,http://www.soulflight.de,+49 17656888299,https://www.eversports.de/s/Soul-Flight,2023-05-12 20:51:26
159,Pure Motion Kiel,24116,Eichkamp 1 , 24116 Kiel,"Das Pure Motion Kiel findest du in Eichkamp 1 , 24116 Kiel und hat für dich Montag bis Sonntag geöffnet. Neben Yoga und Tanz ist das Studio vor allem auf Pole Dance und Aerial Akrobatik spezialisiert. Kurse werden auch für Männer angeboten!
Hast du also Spaß an rhythmischer Bewegung und willst etwas für deinen Körper tun dann komm vorbei ins Pure Motion Kiel und hab Spaß mit den anderen.",0,4.9,72 Rezensionen, info@puremotion-kiel.de,https://puremotion-kiel.de,+4943138585048,https://www.eversports.de/s/Pure-Motion-Kiel,2023-05-12 20:51:27
160,Infinity Polesports Eggenfelden,84307,Landshuter Straße 65, 84307 Eggenfelden,"Infinity Polesports Eggenfelden ist das erste Sportstudio für Poledance in Eggenfelden beziehungsweise im Landkreis Altötting. Es gibt zwei Studios, eines in Burgkirchen und das zweite in Eggenfelden. Du kannst in den neuen und top-ausgestatteten Studios verschiedene Kurse buchen, vom Einsteigerkurs bis zum Profikurs, aber auch Exotic Pole für sexy Moves oder Pole + für ein besonders intensives Training werden angeboten.",0,4.9,11 Rezensionen, info@infinity-polesports.de,https://www.infinity-polesports.de,+431721642077,https://www.eversports.de/s/Infinity-Polesports-Eggenfelden,2023-05-12 20:51:28
161,ST Polestudio,75365,Walkmühleweg 47, 75365 Calw,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,4.7,11 Rezensionen, st_polestudio@yahoo.de,https://www.st-polestudio.de/,+49 1733746944,https://www.eversports.de/s/ST-Polestudio,2023-05-12 20:51:28
162,Nisa Verticals,76726,Jungholzstraße 8, 76726 Germersheim,"Fitness und Poledance sind deine Passionen oder könnten es werden? Dann komme ins Nisa Verticals Poledance-Studio in Germersheim am Rhein zwischen Mannheim und Karlsruhe und erlebe in einer wundervoll angenehmen Atmosphäre deine Liebe zu Poledance und Fitness. Hier findest du dein Ganzkörpertraining, das dich so sein lässt wie du bist und dir gleichzeitig Möglichkeiten eröffnet wie du deine Poledance-Fähigkeiten steigern, an deinen persönlichen Zielen arbeiten und ein verbessertes Selbstwert- und Körpergefühl erlangen kannst. Komme ins Nisa Verticals und erlebe schon bald ein gesteigertes körperliches Wohlbefinden!",0,4.9,8 Rezensionen, pole@nisaverticals.de,http://nisaverticals.de,017669824488,https://www.eversports.de/s/Nisa-Verticals,2023-05-12 20:51:29
163,Soultide,20537,Süderstraße 159A , 20537 Hamburg,"Als Soultide ist es uns das größte Anliegen, dir mit unserem Studio einen “Safe Space” zu erschaffen, der es dir ermöglicht, all das zu sein, was du sein willst. Mit viel Spaß und Empowerment kannst du bei uns ungeahnte Fähigkeiten entdecken und dir in jeder Bewegung oder jedem Innehalten selbst begegnen. Ob Pole Dance in verschiedenen Stilen, Aerial Hoop, Aerial Silk, Aerial Hammock, Tease Kurse wie Floor, Chair Dance, Lap Dance, Twerk, oder doch Yoga. Genau wie das Auf und Ab der Gezeiten beeinflusst vom Mond, entscheidest du nach eigenem Befinden, welche Bewegungsrichtung gerade die richtige für dich ist. Wir sind gespannt, welche Entwicklung dein Weg bei uns für dich bereithält.",0,4.9,43 Rezensionen, hello@soultide-studio.de,https://soultide-studio.de/,0,https://www.eversports.de/s/Soultide,2023-05-12 20:51:30
164,PoleWirbel,26133,Alter Postweg 125 , 26133 Oldenburg,"„PoleWirbel“ - Dreh dich wie der Wind. Überzeuge dich selbst vom besten Ganzkörpertraining. Pole Dance kann sowohl athletisch als auch sportlich sein. Alle Altersstufen sind herzlich willkommen.
Das Studio befindet sich in den Räumlichkeiten der Tanzschule „New Revolution“. Diese ist leicht mit dem PKW zu erreichen, da es nahe der Autobahnabfahrt Sandkrug liegt. Parkplätze vor der Halle sind vorhanden. Trainiert wird in einer großen Halle mit einer großen Spiegelwand, an freistehenden X-Pole Stage Stangen, 3 Meter hoch.
Lerne Pole Dance im Einzeltraining oder in einer kleinen Gruppe von 2 Personen. So kann ich auf dich und deine Bedürfnisse genau eingehen mit speziellen Übungen, die auf dich abgestimmt sind.",0,4.9,4 Rezensionen, info@polewirbel.de,https://www.polewirbel.de/,+49 17623458890,https://www.eversports.de/s/PoleWirbel,2023-05-12 20:51:30
165,Poleaddict,4758,Wettinstraße 1 , 04758 Oschatz,"In unseren großräumigen Studio mit 8 Competitionpoles bieten wir Anfänger-Mittelstufenpoledancekurse , Fit for Pole Kurse, Flexibility und Rent your Pole... ihr lernt Alles, was für ein gesunden Trainingsaufbau & den Grundstein für ein eigenes, selbstbestimmtes Training wichtig sind. Außerdem bieten wir Zumba und StrongNation Bodyweight Kurse.",0,0.0,(Noch keine Bewertungen), info@bs-kosmetikstudio.de,0,+49 17621201129,https://www.eversports.de/s/Poleaddict,2023-05-12 20:51:31
