"Pole Studio","Stadt","Land","Adresse","PLZ","Telefonnummer","E-Mail-Adresse","Webseite","Facebook","Instagram","Art","ID","Angebot","Beschreibung","Updated Date","Owner","Created Date","Bildergalerie","Richtigkeit der Angaben","Pole Studios (Pole Studio)","Online Studios (Pole Studio)","Inaktiv","Löschvermerk"
"Pole Position Studio","Düren","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Düren"",""name"":""Düren"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Düren"",""location"":{""latitude"":50.7974879,""longitude"":6.4777326},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""19A"",""name"":""Aachener Straße"",""apt"":"""",""formattedAddressLine"":""Aachener Str. 19A""},""formatted"":""Aachener Straße 19A, 52349 Düren, Deutschland"",""country"":""DE"",""postalCode"":""52349""}","52349 ","017680699915","poleposition.dn@gmx.de ","https://polepositiondn.wixsite.com/my-site",,"https://www.instagram.com/studio_poleposition/","Pole Studio","164d9f5f-bfb5-4342-99ac-57c7cdfae487",,,2023-09-26T12:57:21Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-09-26T12:55:28Z,,,"/polestudio/pole-position-studio","/onlinestudio/pole-position-studio",,
"The Supergirl Studio","Dachau","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Dachau"",""name"":""Dachau"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Dachau"",""location"":{""latitude"":48.25609679999999,""longitude"":11.4329193},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""5a"",""name"":""Brunngartenstraße"",""apt"":""""},""formatted"":""Brunngartenstraße 5a, 85221 Dachau, Deutschland"",""country"":""DE"",""postalCode"":""85221"",""subdivision"":""BY""}","85221","01575 8721177","supergirl@poledance-dachau.de","http://poledance-dachau.de/","http://""unbekannt""","https://www.instagram.com/thesupergirlstudio/","Pole Studio","16f513e7-b6fe-4dab-8332-7a0e2d9c43dd",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/the-supergirl-studio","/onlinestudio/the-supergirl-studio",,
"Pole Yourself","Rheine","Deutschland","{""formatted"":""Poststraße 15B, 48431 Rheine""}","48431","'+49 1525-2372389","poleyourself-rheine@gmx.de","https://www.poleyourself.de/kontakt","https://www.facebook.com/poleyourself/?ref=bookmarks","https://www.instagram.com/poleyourself/?hl=de","Pole Studio","17094aca-0748-46ff-b6a1-e3ee782f18b0",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/pole-yourself","/onlinestudio/pole-yourself",,
"Flow Academy","Ulm","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""TÜ"",""name"":""Tübingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Ulm"",""name"":""Ulm"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Ulm"",""location"":{""latitude"":48.3959069,""longitude"":9.959217899999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""16-18"",""name"":""Pfarrer-Weiß-Weg"",""apt"":""""},""formatted"":""Pfarrer-Weiß-Weg 16-18, 89077 Ulm, Deutschland"",""country"":""DE"",""postalCode"":""89077"",""subdivision"":""BW""}","89077",,"info@flowacademy-ulm.de","https://www.flowacademy-ulm.de/","http://""unbekannt""","https://www.instagram.com/flowacademyulm/?hl=de","Pole Studio","1735965c-f3fd-44dd-96fa-3d2b5521f5c5",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/flow-academy","/onlinestudio/flow-academy",,
"Bellabina kulturell, Ballettschule, Pole Sport, Tanzstudio, Musikunterricht","Hameln","Deutschland","{""formatted"":""Fischbecker Str. 14, 31785 Hameln""}","31785","05151 45888","bellabina@bellabina.de","http://www.bellabina.de/","https://www.facebook.com/BellabinaKulturell/","https://www.instagram.com/bellabina_hameln/","Pole Studio","18b6d05f-f016-43ea-8b19-a330586c38e6",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:26Z,,,"/polestudio/bellabina-kulturell%2C-ballettschule%2C-pole-sport%2C-tanzstudio%2C-musikunterricht","/onlinestudio/bellabina-kulturell%2C-ballettschule%2C-pole-sport%2C-tanzstudio%2C-musikunterricht",,
"Vertical Moves - Pole Dance & Sports","Duisburg","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""DU"",""name"":""Duisburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Duisburg"",""location"":{""latitude"":51.4511432,""longitude"":6.683713399999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""131"",""name"":""Kirchstraße"",""apt"":""""},""formatted"":""Kirchstraße 131, 47198 Duisburg, Deutschland"",""country"":""DE"",""postalCode"":""47198""}","47198","01590 1010639","info@vertical-moves.com","https://www.vertical-moves.com/","https://www.facebook.com/verticalmovesstudio/","https://www.instagram.com/verticalmoves/","Pole Studio","18f08ec4-a4f1-4771-98ce-591ab8b49d49",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/vertical-moves---pole-dance-%26-sports","/onlinestudio/vertical-moves---pole-dance-%26-sports",,
"Dance & Pole Leverkusen","Leverkusen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""LEV"",""name"":""Leverkusen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Leverkusen"",""location"":{""latitude"":51.06412,""longitude"":7.0043965},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""6"",""name"":""Schillerstraße"",""apt"":"""",""formattedAddressLine"":""Schillerstraße 6""},""formatted"":""Schillerstraße 6, 51379 Leverkusen, Deutschland"",""country"":""DE"",""postalCode"":""51379""}","51379","01722558867","leverkusen@danceandpole.de","http://danceandpole.de",,,"Pole Studio","18f2b5e7-9846-4eee-bec8-77f9314325f6","<p>Pole Dance Basic, Level 1&amp;2, Intermediate</p>","<p>Wir sind ein kleines, sehr persönliches Studio mit einer großen Auswahl an Kursangeboten. Dance &amp; Pole in Leverkusen ist ein Studio, in dem Tanz und Leidenschaft mit der Stange eins werden. Das Angebot ist umfangreich, komm einfach mal vorbei und lass dich von uns inspirieren.</p>",2023-05-22T17:46:06Z,"a11833ea-92e1-4f9b-95da-6a062b0f3795",2022-12-06T09:26:10Z,,true,"/polestudio/dance-%26-pole-leverkusen","/onlinestudio/dance-%26-pole-leverkusen",,
"Polemotions Tübingen","Tübingen","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""TÜ"",""name"":""Tübingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Tübingen"",""name"":""Tübingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Tübingen"",""location"":{""latitude"":48.5277549,""longitude"":9.0790845},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""2"",""name"":""Aeulestraße"",""apt"":""""},""formatted"":""Aeulestraße 2, 72074 Tübingen, Deutschland"",""country"":""DE"",""postalCode"":""72074"",""subdivision"":""BW""}","72074",,"info@polemotions.de","https://polemotions-tuebingen.de/philosophie/","https://www.facebook.com/Polemotions","https://www.instagram.com/polemotions/","Pole Studio","19dbfa22-84b6-4197-8ac0-a16e14735044",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polemotions-t%C3%BCbingen","/onlinestudio/polemotions-t%C3%BCbingen",,
"Pole Dance Balance","Karlsruhe","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Karlsruhe"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Karlsruhe"",""location"":{""latitude"":49.0110696,""longitude"":8.399089},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8"",""name"":""Waldstrasse"",""apt"":""""},""formatted"":""Waldstrasse 8, 76133 Karlsruhe, Deutschland"",""country"":""DE"",""postalCode"":""76133"",""subdivision"":""BW""}","76133","01525 4677881","info@poledancebalance.de","https://www.poledancebalance.de/","https://www.facebook.com/pole.dance.balance.karlsruhe/","https://www.instagram.com/pole.dance.balance/?hl=de","Pole Studio","19e0d045-4cbc-47b7-a23e-1f90e82371e8",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dance-balance","/onlinestudio/pole-dance-balance",,
"Cheesy Heaven","Wolfsburg","Deutschland","{""city"":""Wolfsburg"",""location"":{""latitude"":52.4139541,""longitude"":10.6880218},""streetAddress"":{""number"":""2"",""name"":""Papenstieg"",""apt"":""""},""formatted"":""Papenstieg 2, 38442 Wolfsburg, Deutschland"",""country"":""DE"",""postalCode"":""38442""}","38442","'+49 162 6479563","info@cheesyheaven.de","http://cheesyheaven.de","https://m.facebook.com/100083196913365/","https://www.instagram.com/cheesy.heaven/","Pole Studio","1a22a45c-cebe-4c5d-b094-ac9273eac2d9","<p>- Pole Dance</p><p>- Aerial Hoop</p><p>- Aerial Hammock</p><p>- Aerial Silk</p><p>- Stretching, Yoga &amp; Fitness</p><p>- JGA&#x27;s o.ä.</p>","<p>Unser familiäres Studio verbindet kleine Gruppen mit persönlichen Trainings und legt Wert auf eine besonders entspannte Atmosphäre.</p><p>Wir haben das Ziel, dass auch das Miteinander beim Sport im Vordergrund steht. Gleichgesinnte des Luftsports lernen, neben Choreos und Tricks auch, sich gegenseitig zu unterstützen. Dabei bedarf es <span style=""font-weight:bold"">keiner</span> Voraussetzung; egal welches Geschlecht oder Alter, ob Anfänger oder Fortgeschrittene, wir finden für jede Sportart dein passendes Angebot. Unsere geschulten Trainer fördern dich dabei individuell nach deinen Bedürfnissen und Wünschen.</p>",2023-05-22T17:46:06Z,"21d336b6-bb07-45fd-8ee9-40032c21f2cc",2022-12-09T15:11:34Z,,true,"/polestudio/cheesy-heaven","/onlinestudio/cheesy-heaven",,
"Polefly Academy","Augsburg","Deutschland","{""formatted"":""Bürgermeister-Wegele-Straße 6A , 86167 Augsburg""}","86167",,,,,,"Pole Studio","1a33e98a-597b-4c1a-bae2-b39491fddbe5",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-25T14:51:19Z,,,"/polestudio/polefly-academy","/onlinestudio/polefly-academy",,
"VI-Dance Essen","Essen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""E"",""name"":""Essen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Essen"",""location"":{""latitude"":51.4547339,""longitude"":6.9962903},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""73"",""name"":""Frohnhauser Straße"",""apt"":""""},""formatted"":""Frohnhauser Str. 73, 45143 Essen, Deutschland"",""country"":""DE"",""postalCode"":""45143""}","45143","0231 79905809","kontakt@vi-dance.de","https://vi-dance.de/","https://www.facebook.com/TanzstudioVIDance/","https://www.instagram.com/tanzstudiovidance/","Pole Studio","1a8b825b-c328-465d-b11f-1004b5d6c1d8",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/vi-dance-essen","/onlinestudio/vi-dance-essen",,
"Firstsports Polefitness","Magdeburg","Deutschland","{""subdivisions"":[{""code"":""SA"",""name"":""Sachsen-Anhalt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""MD"",""name"":""Magdeburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Magdeburg"",""location"":{""latitude"":52.1170894,""longitude"":11.6168925},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""17"",""name"":""Halberstädter Straße"",""apt"":"""",""formattedAddressLine"":""Halberstädter Str. 17""},""formatted"":""Halberstädter Straße 17, 39112 Magdeburg, Deutschland"",""country"":""DE"",""postalCode"":""39112"",""subdivision"":""SA""}","39112","0176 601 633 83","polefitness@firstsports.de","https://www.firstsports-polefitness.de/","https://www.facebook.com/FirstsportsPolefitness/","https://www.instagram.com/firstsports.polefitness/","Pole Studio","1ada794a-5b0d-4730-a3e6-0b44fc168229",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-25T12:13:08Z,,,"/polestudio/firstsports-polefitness","/onlinestudio/firstsports-polefitness",,
"Polerina´s Poledance & Aerial Fitness","Saarbrücken","Deutschland","{""subdivisions"":[{""code"":""SL"",""name"":""Saarland"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Saarbrücken"",""name"":""Saarbrücken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Saarbrücken"",""location"":{""latitude"":49.23115000000001,""longitude"":6.977939999999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""14-20"",""name"":""Deutschherrnpfad"",""apt"":""""},""formatted"":""Deutschherrnpfad 14-20, 66117 Saarbrücken, Deutschland"",""country"":""DE"",""postalCode"":""66117"",""subdivision"":""SL""}","66117","0171 1968217","polerinaspoledance@gmail.com","https://www.polerinaspoledance.com/","https://www.facebook.com/polerinassaarbruecken","https://www.instagram.com/polerinaspoledance/","Pole Studio","1b8f28f3-8cf0-4543-9109-4942eed6a0a4",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polerina%C2%B4s-poledance-%26-aerial-fitness","/onlinestudio/polerina%C2%B4s-poledance-%26-aerial-fitness",,
"Move On! Dance Studio & Polemotions","Dillingen/Saar","Deutschland","{""formatted"":""Pachtener Straße 32 , 66763 Dillingen/Saar""}","66763","0176/55262699","info@move-on-dance.de","http://www.move-on-dance.de/","https://www.facebook.com/Moveondancestudio/","https://www.instagram.com/moveondancestudio/","Pole Studio","1c650d95-e752-4b23-9b4e-ffcb65398a5b",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-05-03T15:31:32Z,,,"/polestudio/move-on!-dance-studio-%26-polemotions","/onlinestudio/move-on!-dance-studio-%26-polemotions",,
"DivaPole","Leipzig","Deutschland","{""subdivisions"":[{""code"":""SN"",""name"":""Sachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Leipzig"",""name"":""Leipzig"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Leipzig"",""location"":{""latitude"":51.3365881,""longitude"":12.3365392},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""2"",""name"":""Kuhturmstraße"",""apt"":""""},""formatted"":""Kuhturmstraße 2, 04177 Leipzig, Deutschland"",""country"":""DE"",""postalCode"":""04177"",""subdivision"":""SN""}","4177","0178 4394141","info@divapole.de","https://www.divapole.de/","https://www.facebook.com/DivaPole","http://""unbekannt""","Pole Studio","1c87c939-f0d8-4494-a280-cac2164784de",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/divapole","/onlinestudio/divapole",,
"Studio Nienke","AL Enschede","Niederlande","{""formatted"":""Het Sander 43 , 7522 AL Enschede""}","7522","06 54347545","info@studio-nienke.nl","https://studio-nienke.nl/","https://www.facebook.com/paaldansen.enschede","https://www.instagram.com/studioaeris/","Pole Studio","1c8cc2bb-aa89-4ef7-941b-0dc97fae7999",,,2023-09-18T12:38:01Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-05-03T14:05:10Z,,,"/polestudio/studio-nienke","/onlinestudio/studio-nienke",,
"Pole Dance Stuttgart","Stuttgart","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Süd"",""name"":""Stuttgart"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Stuttgart"",""name"":""Stuttgart"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Stuttgart"",""location"":{""latitude"":48.7273715,""longitude"":9.121228799999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""36"",""name"":""Kupferstraße"",""apt"":""""},""formatted"":""Kupferstraße 36, 70565 Stuttgart, Deutschland"",""country"":""DE"",""postalCode"":""70565"",""subdivision"":""BW""}","70565",,"info@poledance-stuttgart.de","https://www.poledance-stuttgart.de/","https://www.facebook.com/PoleDanceStuttgart","https://www.instagram.com/poledancestuttgart/","Pole Studio","201887c7-0aa4-46e8-bfea-d7688a99376f",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dance-stuttgart","/onlinestudio/pole-dance-stuttgart",,
"VerticalArts Pole & Aerial Fitness","Stuttgart","Deutschland","{""formatted"":""Augustenstraße 21, 70178 Stuttgart, Deutschland""}","70178",,"info@verticalarts.de","http://www.verticalarts.de/","https://www.facebook.com/verticalartspole","https://www.instagram.com/verticalarts/","Pole Studio","2028176c-fbc7-4078-821a-eae399b217d2",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/verticalarts-pole-%26-aerial-fitness","/onlinestudio/verticalarts-pole-%26-aerial-fitness",,
"Stretch & Pole",,"Deutschland",,,,"info@stretchandpole.com","https://stretchandpole.coachannel.com/","https://www.facebook.com/stretch.and.pole","https://www.instagram.com/stretch.and.pole/","Online Studio","21ac511d-c7f2-429b-9c77-ef0546311913","<ul><li>Zugriff auf über 300 Videos - trainiere wann und wo du möchtest</li><li>Stretchingpläne für Front Split, Middle Split, Backbends und Full Body</li><li>Monthly Member Challenges, bei denen du Preise gewinnen kannst</li><li>Kostenlose Teilnahme an Live-Classes und Challenges</li><li>Videos von talentierten Gast-Trainerinnen wie zum Beispiel Britt Bloem, Rania Elle Asami und Lea Roth</li><li>Zugang zur Stretch &amp; Pole Facebook-Gruppe</li><li>Trainings-Tracker, Trainingskalender, Pole Beginner Guide und vieles mehr zum kostenlosen Download</li><li>Inklusive kostenloser App zum Offline-Streamen aller Videos auf deinem Smartphone</li><li>Persönliche Unterstützung: Hast du Fragen, brauchst du Hilfe oder möchtest Feedback? Deine Trainerin ist gerne für dich da!</li></ul>","<p>Deine All Inclusive Plattform für Stretching-Kurse, Poledance-Training, Armbalancing, Workouts und vieles mehr!</p>",2023-05-22T17:46:06Z,"d5ad5e35-f11f-4d71-b3f1-44c87a0fe5b5",2023-04-25T06:42:12Z,"[{""description"":"""",""slug"":""logo-gradient.png_0"",""alt"":"""",""src"":""wix:image://v1/d5ad5e_dcc1c379785e4450b1b47790f64696b3~mv2.png/logo20gradient.png#originWidth=100&originHeight=75"",""title"":""Logo Gradient.png"",""type"":""image"",""settings"":{}}]",true,"/polestudio/stretch-%26-pole","/onlinestudio/stretch-%26-pole",,
"Poledance Worms","Worms","Deutschland","{""subdivisions"":[{""code"":""RP"",""name"":""Rheinland-Pfalz"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""WO"",""name"":""Worms"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Worms"",""location"":{""latitude"":49.6368769,""longitude"":8.360301100000001},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""11A"",""name"":""Humboldtstraße"",""apt"":""""},""formatted"":""Humboldtstraße 11A, 67547 Worms, Deutschland"",""country"":""DE"",""postalCode"":""67547"",""subdivision"":""RP""}","67547","01575 2058546","poledanceworms@gmail.com","https://poledanceworms.sportmeo.com/news/home","https://www.facebook.com/PoledanceWorms","https://www.instagram.com/poledanceworms/","Pole Studio","220fc29d-d67d-47b5-94b7-a16903b5e69e",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/poledance-worms","/onlinestudio/poledance-worms",,
