"Name","Art","Inaktiv","Datum","Owner","Webseite","Uhrzeit","Enddatum","Level","Preis","Dauer","Kategorie","Beschreibung","Trainer","Anbieter","Pole Studio","Stadt","Land","Kurzbeschreibung","Schwerpunkte","Titelbild","Portfolio","Favoriten","Created Date","Löschvermerk","ID","Updated Date","Trainerbeschreibung","Trainerbild","Richtigkeit der Angaben","Bilder inkludiert","Kosten pro Bild","Events (All)","Events (Name)"
"Zirkus-Shooting Münster (18.11.23)","Fotoshooting",true,"2023-11-18","1dec5abb-f3ce-49c1-a93d-a3bb0cd84703","https://www.lichtschaffen.de/portfolio/poledance",,,,"99 - 179 €","30 Min.",,"<p>Im tollen Ambiente des kleinen Circus Alfredo in Münster/Westfalen darfst Du Dich in der Manege im bunten Circus-Licht an der Pole, im Hoop und Netz oder am Tuch austoben. Auch das Trapez darfst Du nutzen und besonders schön ist auch der Moon.</p><p> </p><p>Gerne darfst Du auch Deine eigenen Geräte mitbringen und wir können alles auch noch mit Nebel garnieren.</p><p> </p><p>Dein Outfit wechselst Du sooft Du willst.</p><p> </p><p>Wir bilden Kleingruppen, in denen die Shooting-Sessions von 30 Minuten pro Person großzügig zusammengelegt werden und Ihr Euch in kurzen Intervallen abwechselt. Das ermöglicht Pausen, gegenseitige Hilfe und Outfitwechsel.</p><p> </p><p>Du bekommst ALLE Bilder des Shootings in einer Größe von etwa 2.000 x 1.335 Pixeln, was gut für DIN-A4-Druck (und sogar noch Einiges größer) ausreicht, mit meinem Logo in der rechten unteren Ecke unbearbeitet wahrscheinlich noch am Shootingtag per Online-Galerie und Du darfst auch ALLE Bilder nutzen und auch posten.</p><p> </p><p>Je nach Shooting-Paket erhältst Du nach Deiner Wahl drei Bilder bearbeitet in Farbe, Schwarz-Weiß und Sepia in klein (mit Logo) und groß (ohne Logo), kannst aber auch mehr bestellen.</p><p> </p><p>Weitere Infos gibt&#x27;s direkt bei mir. Fragen klären wir im Vorfeld und planen genau innerhalb der Gruppe.</p><p> </p><p>Melde Dich gerne per Mail, WhatsApp oder telefonisch:</p><p> </p><p>info@lichtschaffen.de</p><p> </p><p>01726167405</p>",,"Frank Reimann lichtschaffen.de",,"Münster","Deutschland","Du bist der Star in der Manege",,"wix:image://v1/1dec5a_ed18d935fd2941e89f6549fc44d11087~mv2.jpg/20210529172643_FR4_5014-PS_klein.jpg#originWidth=2048&originHeight=1105","[{""description"":"""",""slug"":""20210507153343_fr4_4447_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_0545c39507c448e389feb1c9a5a49dd9~mv2.jpg/20210507153343_fr4_4447_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210507153343_FR4_4447_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210507162441_fr4_4587_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_1f5510535630443c874f67048e82461c~mv2.jpg/20210507162441_fr4_4587_klein.jpg#originWidth=2048&originHeight=1363"",""title"":""20210507162441_FR4_4587_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529155437_fr4_4802-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_33fc4adca95f402fb32f4d3026e58bf9~mv2.jpg/20210529155437_fr4_4802-ps_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210529155437_FR4_4802-PS_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529172643_fr4_5014-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_5cff3ffc661c4665bb379c29835cafec~mv2.jpg/20210529172643_fr4_5014-ps_klein.jpg#originWidth=2048&originHeight=1363"",""title"":""20210529172643_FR4_5014-PS_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529193111_fr4_5220-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_4f08e1d44b6c42b293a889ef534e8e56~mv2.jpg/20210529193111_fr4_5220-ps_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210529193111_FR4_5220-PS_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529193842_fr4_5266-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_18aeb16eb5fa425d8f5b2c9c48b59c8d~mv2.jpg/20210529193842_fr4_5266-ps_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210529193842_FR4_5266-PS_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529200916_fr4_5582-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_b0c311a0a5f0413483092765f41e1f11~mv2.jpg/20210529200916_fr4_5582-ps_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210529200916_FR4_5582-PS_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529213731_fr4_5699-ps-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_dd404a2cfd424a12bcfb29a7beb6a1d8~mv2.jpg/20210529213731_fr4_5699-ps-ps_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210529213731_FR4_5699-PS-PS_klein.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20210529213912_fr4_5713-ps_klein.jpg_0"",""alt"":"""",""src"":""wix:image://v1/1dec5a_92fd80e5bfc8424c91dd4f821ef195b0~mv2.jpg/20210529213912_fr4_5713-ps_klein.jpg#originWidth=1363&originHeight=2048"",""title"":""20210529213912_FR4_5713-PS_klein.jpg"",""type"":""image"",""settings"":{}}]",,2023-08-25T13:06:14Z,,"7edb3643-806f-471a-be52-22605b4ab932",2023-11-19T08:49:07Z,,,true,,,"/workshop/","/event/zirkus-shooting-m%C3%BCnster-(18.11.23)"
"Sexy Christmas Angel Workshop","Workshop",,"2023-12-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/Jag8xiW","10:00 - 11:30 Uhr",,"Alle Level","ab 40,00 €",,"Special","<p class=""font_8"">Ho ho ho...it’s Christmas, Baby!🎅🏽🎄Du hast Lust auf eine kleine Choreo einmal ohne Pole oder möchtest einfach mal was Neues ausprobieren?</p>","<p class=""font_8"">Michi</p>",,"8143a851-5644-42f5-bdfd-3c42597472ea","Bochum","Deutschland",,,,,,2023-10-29T11:34:25Z,,"7f0d4319-b6bf-49b8-b1e3-f2e7ce50f495",2023-11-01T14:02:04Z,,,,,,"/workshop/","/event/sexy-christmas-angel-workshop"
"Eden Polecamp","Pole Camp",true,"2023-11-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/edenpolecamp/?hl=de",,"2023-11-19","Alle Level","649€ ",,,"<p class=""font_8"">7.11.-19.11. Eden Polecamp with <a href=""https://www.instagram.com/polefiction/?hl=de"">@polefiction</a> &amp; <a href=""https://www.instagram.com/lanamorgana_dance/?hl=de"">@lanamorgana_dance</a> in Hungary <a href=""https://www.instagram.com/polecampoaze/?hl=de"">@polecampoaze</a> Price: 649€ all incl./Registration: edenpolecamp@gmail.com</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pole Fiction</p></li>
  <li><p class=""font_8"">Lana Morgana</p></li>
</ul>","Eden Pole Camp",,"Nagytevel","Ungarn",,,,,,2023-09-23T23:47:24Z,,"80601e5e-e018-4f2d-9a18-3009ceef13ac",2023-11-19T08:49:02Z,,,,,,"/workshop/","/event/eden-polecamp"
"Burlesque Anfängerworkshop mit Lady Lou","Workshop",,"2024-02-03","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/YHVJqpe","15:30 - 17:30 Uhr",,"Beginner","ab 85,00 €",,"Dance (no pole)","<p class=""font_8"">Burlesque ist eine klassische Form des erotischen Tanzes, die den Striptease mit – oftmals humorvollem – Unterhaltungstheater verbindet. In Stil und Kostümen knüpft die neue Form des Burlesque an die 1920er bis 1960er Jahre an und verbindet diese mit modernen Elementen.</p>","<p class=""font_8"">Lady Lou</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:32Z,,"813d6053-3bac-428e-904a-d1411471550f",2023-12-03T19:13:50Z,,,,,,"/workshop/","/event/burlesque-anf%C3%A4ngerworkshop-mit-lady-lou"
"Pole on Heels mit Becky* ONLINE","Workshop",,"2023-12-10","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/voXjklQ","16:15 - 17:15 Uhr",,"Intermediate","ab 20,00 €",,"Pole & Heels",,"<p class=""font_8"">Becky</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:33Z,,"81ea0ee8-2e14-4225-8c0a-c0bede8a3e06",2023-12-03T19:14:01Z,,,,,,"/workshop/","/event/pole-on-heels-mit-becky*-online"
"POLE TRICKS I Flip it like its hot","Workshop",,"2024-01-14","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/y4Xf51X","11:45 - 13:15 Uhr",,"Advanced","ab 35,00 €",,"Pole Tricks & Technik",,"<p class=""font_8"">Vera G.</p>",,"b8eec855-a63b-4840-b4c0-29c9e482b3bf","Oberpfalz","Deutschland",,,,,,2023-12-03T19:12:32Z,,"8282c213-8ada-435a-a75c-f4358b9f037d",2023-12-03T19:13:11Z,,,,,,"/workshop/","/event/pole-tricks-i-flip-it-like-its-hot"
"Contemporary & Lyrical Pole Instructor","Ausbildung",,"2024-01-26","8b24d7d5-252b-4215-950a-a767a57913d9","https://www.polebaticseducation.de/termine.html",,"2024-01-28",,"750 €","3 Tage (24 UE)",,"<p>Lust auf Lyrical Pole &amp; Contemporary Pole? Der Einfluss von zeitgenössischem Tanz ist aus der Pole Szene nicht mehr wegzudenken. Emotionen, Dynamik und klassische Tanztechniken spielen eine immer größere Rolle. Wenn auch Du lernen möchtest, diese moderne Stilart in Deinen Unterricht zu integrieren und fachgerecht Contemporary Pole &amp; Lyrical Pole anbieten möchtest, dann ist diese Weiterbildung genau das Richtige für Dich. <br/><br/>VORRAUSSETZUNG <br/>Einen Trainer*innenschein für Pole und mindestens ei  Jahr Unterrichtserfahrung.<br/><br/>REFERENTIN <br/>Nele Sehrt: Tanzpädagogin, Yogalehrerin, Fitness &amp; Personal Trainerin, Flexibility &amp; Mobility Coach, Psychologin, Pole &amp; Tease Teacher seit über 25 Jahren</p>",,"Polebatics Education",,"Hamburg",,"Teacher Training","<p> </p><p>TECHNIQUE</p><p>- Warm Up &amp; Exercises</p><p>- Tanzterminologie &amp; Modern Dance-Stile</p><p>- Klassische vs. moderne Tanztechnik</p><p>- Antriebsarten &amp; Impulstechnik</p><p>- Bewegungsdynamiken</p><p> </p><p>EMOTIONS</p><p>- Emotionen &amp; Tanz</p><p>- Lyrical &amp; Storytelling</p><p>- Alignment &amp; Improvisation</p><p>- Movement Analysis</p><p>- Tanz- &amp; Trickvariationen</p>","wix:image://v1/8b24d7_3d1d66a36a6b4758bbb468c0c70c85f6~mv2.jpg/_MG_8507.jpg#originWidth=2048&originHeight=1365",,,2023-08-10T16:16:58Z,,"82a7bd35-5b85-4460-b450-36b8903c3e6e",2023-08-10T16:16:58Z,,,true,,,"/workshop/","/event/contemporary-%26-lyrical-pole-instructor"
"POLE SPLITS","Workshop",,"2024-01-28","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/CRjs8aS","12:30 - 14:00 Uhr",,"Advanced","ab 35,00 €",,"Flexy Pole","<p class=""font_8"">Spagat mit und an der Pole sehen immer spektakulär aus und dabei ist egal ob es ein ""echter"" oder ein ""fake"" Split ist.</p>","<p class=""font_8"">Renate</p>",,"b8eec855-a63b-4840-b4c0-29c9e482b3bf","Oberpfalz","Deutschland",,,,,,2023-12-03T19:12:33Z,,"845206d2-dac4-45d1-8ccc-d32ff27cf57a",2023-12-03T19:13:46Z,,,,,,"/workshop/","/event/pole-splits"
"Aerial-Amity-Art","Wettkampf",,"2024-03-23","284241e1-0e53-4183-b67f-34edcfb7c8b1","http://aerial-amity-art.de/",,"2024-03-24",,,,,"<h2 class=""font_2"">AERIAL-AMITY-ART</h2>
<h4>Gemeinsam sind wir stark</h4>
<p class=""font_8"">So lautet unser Motto zum Auftakt für Aerial-Amity-Art.<br>
Aerial-Amity-Art ist der Erste und spektakulärste Pole Wettkampf mit Showeffekt in Baden – Württemberg. Dieser Wettbewerb besteht aus Teilnehmern von den besten Polestudios in Deutschland und findet am <strong>21. Januar 2023</strong> im <a href=""https://goo.gl/maps/Kk4wJAwyBQVNZ4k37"" rel=""noopener"" target=""_blank""><strong>Kulturhaus Mannheim Käfertal</strong></a> statt.</p>
<p class=""font_8"">Stärke, Sportlichkeit, Kreativität und Teamgeist – Eigenschaften die Aerial-Amity-Art zelebriert und von den Teams präsentiert werden. Ein besonderer Fokus ist hierbei ein „Wir-Gefühl“ zu erschaffen, den Team Spirit in den Vordergrund zu stellen und zusammen auf der Bühne Spaß zu haben.</p>
<p class=""font_8"">Wir präsentieren ausschließlich im Rahmen der Diversity Polesport Artisten unterschiedlicher Kategorien die in Ihrer Phantasie zur Themengestaltung, Choreographie und Musikauswahl sich kreativ entfalten können.</p>
<p class=""font_8"">Die besten Teams werden bei Aerial-Amity-Art von einer hochkarätigen <a href=""https://aerial-amity-art.de/#jury""><strong>Jury </strong></a>und natürlich von unseren Zuschauern ausgezeichnet.</p>
<p class=""font_8""><br></p>",,,,"Mannheim","Deutschland","DIE ERSTE POLEDANCE MEISTERSCHAFT IN BADEN- WÜRTTEMBERG - MANNHEIM",,,,,2023-08-23T13:08:39Z,,"8483afe1-9110-4898-b907-0961bbc47603",2023-08-30T15:13:13Z,,,,,,"/workshop/","/event/aerial-amity-art"
"ODPS Deutsche Pole & Aerial Meisterschaft","Wettkampf",true,,"284241e1-0e53-4183-b67f-34edcfb7c8b1",,,,,,,,,,,,,,,,,,,2023-08-30T15:26:05Z,,"84d10166-4e56-416f-9d49-60967e3ea896",2023-08-30T15:29:55Z,,,,,,"/workshop/","/event/odps-deutsche-pole-%26-aerial-meisterschaft"
"Pilonia Camp Rosa Khutor","Pole Camp",true,"2024-02-27","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://poledancecamp.com/smena29",,"2024-03-11","Alle Level",,,,,,"Pole Camp Pilona",,"Sochi","Russland",,,,,,2023-09-26T13:50:29Z,,"854fb7ef-19e3-4481-8a0c-848612561f7b",2023-09-26T13:54:17Z,,,,,,"/workshop/","/event/pilonia-camp-rosa-khutor"
"Burlesque Anfängerworkshop","Workshop",,"2024-01-06","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/a5FO1V5","15:30 - 17:30 Uhr",,"Beginner","ab 85,00 €",,"Dance (no pole)","<p class=""font_8"">Burlesque ist eine klassische Form des erotischen Tanzes, die den Striptease mit – oftmals humorvollem – Unterhaltungstheater verbindet. In Stil und Kostümen knüpft die neue Form des Burlesque an die 1920er bis 1960er Jahre an und verbindet diese mit modernen Elementen.</p>","<p class=""font_8"">Lady Lou</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:32Z,,"85bc6567-c62e-4343-8a1f-397312cf8ca1",2023-12-03T19:12:46Z,,,,,,"/workshop/","/event/burlesque-anf%C3%A4ngerworkshop"
"Double Pole Workshop","Workshop",,"2023-12-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/Ba0j_Ju","13:30 - 14:45 Uhr",,"Alle Level","ab 35,00 €",,"Pole Double","<p class=""font_8"">Double mit deinem Polebuddy!</p>","<p class=""font_8"">Anja</p>",,"c6a91d4f-6aae-4b38-ae67-ee244bdec999","(Allgäu)","Deutschland",,,,,,2023-12-03T19:12:32Z,,"869da317-a8f4-414e-be15-a9aabef2e31e",2023-12-03T19:16:45Z,,,,,,"/workshop/","/event/double-pole-workshop"
"Aerial Hoop Fortgeschritten","Workshop",,"2024-01-05","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/NHtp6Mw","18:30 - 19:45 Uhr",,"Alle Level","ab 68,00 €",,"Aerial Art (no pole)","<p class=""font_8"">Entdecke deine neue Leidenschaft!</p>","<p class=""font_8"">Carmen</p>",,"b886b7f1-a9ed-4bac-9120-c03ae6dfee39","Augsburg","Deutschland",,,,,,2023-12-03T19:12:32Z,,"86c5bedf-91ea-45b2-86d3-3d4624d99cad",2023-12-03T19:12:52Z,,,,,,"/workshop/","/event/aerial-hoop-fortgeschritten"
"RÜCKBEUGE I Intensiv","Workshop",,"2024-02-25","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/lIzIIH9","12:30 - 14:00 Uhr",,"Alle Level","ab 35,00 €",,"Flexy Pole","<p class=""font_8"">Dieser Workshop ist für alle, die ihre Flexibilität auf das nächste Level heben möchten. Mit aktiven und passiven Stretches und Yoga-Übungen, wird deine Beweglichkeit noch weiter verbessert. Yoga-Übungen werden in einen harmonischen Flow verpackt. Deine Atmung wirkt unterstützend und neben mehr Flexibilität wirst du außerdem mehr Achtsamkeit für deinen Körper erlangen.</p>","<p class=""font_8"">Renate</p>",,"b8eec855-a63b-4840-b4c0-29c9e482b3bf","Oberpfalz","Deutschland",,,,,,2023-10-29T11:34:25Z,,"8889c930-f3de-43b1-b49e-cd3b666f4eb9",2023-11-01T14:02:04Z,"<p class=""font_8"">Examinierte Krankenschwester
Pilatestrainerin 
ärztlich geprüfte Yogalehrerin und zertifizierte Tri Yoga - Lehrerin (Basic - Level 3) 
Anti-Graviyt-Instructor
Slingtrainerin
Aerobic B-Lizenz
Tanzpädagogin
Dance-Aerobic-Instructor 
Pole Fitness X-Pert Level 1-4
Spinning Pole X-Pert
Acro Yoga Instructor
Ausbildung in Yogatherapie</p>",,,,,"/workshop/","/event/r%C3%BCckbeuge-i-intensiv"
"Heaven on Earth Retreat","Pole Camp",,"2024-03-08","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://pole-heaven.de/heaven-on-earth-retreat/",,"2024-03-10","Alle Level","ab 750 €",,,"<p class=""font_8"">Unser erstes Pole Retreat steht vor der Tür- der Winter geht zu Ende und wir freuen uns auf den Frühling. Und ein Retreat wäre kein Retreat, wenn wir dafür nicht in eine wunderschöne Location fahren würden. Raus aus dem Alltag und ein ganzes Wochenende nur Pole, Pole, Pole.</p>
<p class=""font_8""><br></p>
<p class=""font_8""><strong>Die LOCATION</strong></p>
<p class=""font_8"">GutsAlm Harlachberg in Bodenmais</p>
<p class=""font_8"">Übernachtung ist, je nach Paket, entweder direkt vor Ort in einem der romantischen Hütten oder in einem Partnerhotel möglich (gerne nachfragen).</p>
<p class=""font_8"">Bei der Übernachtung direkt auf der GutsAlm haben wir 3 der romantische Wiesnhäusle, die mit max. 4 Personen belegt werden (perfekt, wenn ihr euch als kleine Gruppe anmelden möchtet) oder eine der Sterngucker Kojen, die für 2 Personen gedacht ist.<br>
Hier gilt: wer sich zuerst anmeldet hat die Wahl. Inkludiert ist ein Frühstück am Samstag und am Sonntag, als auch ein 3 Gänge Abendessen am Freitag und am Samstag. Außerdem Snacks und Getränke den ganzen Tag über.</p>
<p class=""font_8"">Möchtet ihr lieber selber nach einer Übernachtungsstätte und Verpflegung suchen, gibt es z.B. ein Partnerhotel der Alm oder ihr sucht euch einfach über AirB&amp;B etwas Schönes.</p>
<p class=""font_8""><br></p>
<p class=""font_8""><strong>Das PROGRAMM</strong> – alle Workshops findest du <a href=""https://pole-heaven.de/workshops-retreat/"">hier</a></p>
<p class=""font_8"">Freitag 08.03.<br>
13:30 Sektempfang und Zimmerverteilung<br>
14:00 Check in Zimmer<br>
14:30 Pole Mimi – All about Genies <strong>ausgebucht</strong><br>
16:00 Pole Mimi – Bendy Poses<br>
17:30 Jazzy K – Bad Ass Slayography <strong>ausgebucht</strong><br>
18:00 – 20:00 Abendessen<br>
20:30 Gemeinsames Abendprogramm</p>
<p class=""font_8"">Samstag 09.03.<br>
09:00 – 11:00 Frühstück<br>
09:30 Pole Mimi – Floor Poses<br>
10:50 Jazzy K – MELT: Heels Flow &amp; Transitions <strong>nur noch 3 Plätze</strong><br>
12:15 Jazzy K – Hypnotic Flowography <strong>nur noch 2 Plätze</strong><br>
13:30 Pause<br>
14:00 Britt Bloem – My Favorite Things<strong> </strong><strong>nur noch 2 Plätze</strong><br>
15:20 Britt Bloem – Quickies <strong>ausgebucht</strong><br>
16:40 Pole Mimi – Beautiful Poses <strong>nur noch 3 Plätze</strong><br>
18:00 Britt Bloem – Pole Dynamics <strong>nur noch 3 Plätze</strong><br>
18:00 – 20:00 Abendessen<br>
20:30 Gemeinsames Abendprogramm</p>
<p class=""font_8"">Sonntag 10.03.<br>
09:00 – 11:00 Frühstück<br>
9:30 Britt Bloem – Let´s Dance <strong>ausgebucht</strong><br>
10:45 Pole Mimi – Beauty on Spinning <strong>ausgebucht</strong><br>
12:00 Ende der Veranstaltung</p>
<p class=""font_8""><br></p>
<p class=""font_8""><strong>Das ESSEN</strong></p>
<p class=""font_8"">In erster Linie wird das Essen vor Ort vor allem vegan sein. Es gibt ein ausgiebiges Frühstück und abends ein 3-Gänge-Menü. Tagsüber könnt ihr euch mit kleinen Snacks versorgen und natürlich auch mit Getränken. Zum Abendessen ist Quellwasser inkludiert.</p>
<p class=""font_8"">Solltet ihr Allergien oder andere Besonderheiten bzgl. des Essens haben, lasst es mich bitte vorab wissen!</p>
<p class=""font_8""><br></p>
<p class=""font_8""><strong>Das (ABEND)PROGRAMM</strong></p>
<p class=""font_8"">Infos coming soon…</p>
<p class=""font_8""><br></p>
<p class=""font_8""><strong>Die PAKETE</strong></p>
<h5>EINZELWORKSHOP</h5>
<p class=""font_8"">Ausschließlich Workshop Buchung</p>
<p class=""font_8"">65 €</p>
<h5>BIG CLOUD</h5>
<p class=""font_8"">Übernachtung inkl. Halbpension + Snacks und Getränke tagsüber und 6 Workshops nach Wahl, Workshop Geschenk</p>
<p class=""font_8"">650 € early Bird bis 30.11.23 (-10% Pole Heaven Mitglieder)<br>
750€ ab 01.12.23 (-10% Pole Heaven Mitglieder)</p>
<h5>SMALL CLOUD</h5>
<p class=""font_8"">Übernachtung inkl. Halbpension + Snacks und Getränke tagsüber und 4 Workshops nach Wahl, Workshop Geschenk</p>
<p class=""font_8"">550 € early Bird bis 30.11.23 (-10% Pole Heaven Mitglieder)<br>
650 € ab 01.12.23 (-10% Pole Heaven Mitglieder)</p>
<h5>ONLY CLOUD</h5>
<p class=""font_8"">Buchung von 6 Workshops nach Wahl, Snacks und Getränke tagsüber, Workshop Geschenk</p>
<p class=""font_8"">350 € early Bird bis 30.11.23 (-5% Pole Heaven Mitglieder)<br>
390 € ab 01.12.23 (-5% Pole Heaven Mitglieder)</p>
<p class=""font_8""><br></p>
<p class=""font_8""><strong>Die BUCHUNG</strong></p>
<p class=""font_8"">Wenn du verbindlich buchen möchtest, dann schicke bitte eine Email an <strong>booking@pole-heaven.de</strong>. In der Buchung sollte vermerkt werden, wenn du mit bestimmten Personen in ein Zimmer möchtest. Außerdem solltest du möglichst schnell sagen, welche Workshops du besuchen möchtest. Hast du kein Auto bzw. weißt du nicht wie du hinkommen sollst? Dann vermerke auch das. Und natürlich auch, solltest du irgendwelche Allergien oder Unverträglichkeiten haben (Essen).</p>
<p class=""font_8"">Grundsätzlich ist eine <strong>Ratenzahlung </strong>möglich. Einfach nachfragen.</p>","<p class=""font_8"">Pole Mimi (Caro)</p>
<p class=""font_8"">Britt Bloem</p>
<p class=""font_8"">Jazzy K</p>","Pole Heaven",,"Bodenmais","Deutschland","Unser erstes Pole Retreat steht vor der Tür- der Winter geht zu Ende und wir freuen uns auf den Frühling. Und ein Retreat wäre kein Retreat, wenn wir dafür nicht in eine wunderschöne Location fahren würden. Raus aus dem Alltag und ein ganzes Wochenende nur Pole, Pole, Pole.",,,,,2023-09-19T08:10:02Z,,"889ee245-bd16-4472-a2dc-319c7e368f92",2023-09-19T08:12:49Z,,,,,,"/workshop/","/event/heaven-on-earth-retreat"
